label,x,y,plot_type,plot_num
pop1,0.0,9285.60894443484,path,0
pop1,1020.2249123247084,9285.60894443484,path,0
pop1,1052.7275774389211,9285.60894443484,path,0
pop1,1086.2657232856318,9285.60894443484,path,0
pop1,1120.872338554956,9285.60894443484,path,0
pop1,1156.5814629016877,9285.60894443484,path,0
pop1,1193.4282204272824,9285.60894443484,path,0
pop1,1231.4488542285214,9285.60894443484,path,0
pop1,1270.680762046836,9285.60894443484,path,0
pop1,1311.162533053361,9285.60894443484,path,0
pop1,1352.9339858059016,9285.60894443484,path,0
pop1,1396.0362074151412,9285.60894443484,path,0
pop1,1440.5115939586215,9285.60894443484,path,0
pop1,1486.403892182247,9285.60894443484,path,0
pop1,1533.758242530326,9285.60894443484,path,0
pop1,1582.6212235464775,9285.60894443484,path,0
pop1,1633.0408976890797,9285.60894443484,path,0
pop1,1685.0668586063216,9285.60894443484,path,0
pop1,1738.750279917355,9285.60894443484,path,0
pop1,1794.1439655475401,9285.60894443484,path,0
pop1,1851.302401667278,9285.60894443484,path,0
pop1,1910.2818102855404,9285.60894443484,path,0
pop1,1971.1402045507862,32003.95190367368,path,0
pop1,2033.9374458136854,32003.95190367368,path,0
pop1,2098.735302507758,32003.95190367368,path,0
pop1,2165.5975109058563,32003.95190367368,path,0
pop1,2234.5898378122433,32003.95190367368,path,0
pop1,2305.7801452519407,32003.95190367368,path,0
pop1,2379.2384572209708,32003.95190367368,path,0
pop1,2455.0370285631466,32003.95190367368,path,0
pop1,2533.2504160411654,32003.95190367368,path,0
pop1,2613.9555516719065,32003.95190367368,path,0
pop1,2697.23181839807,32003.95190367368,path,0
pop1,2783.16112817059,32003.95190367368,path,0
pop1,2871.828002518618,32003.95190367368,path,0
pop1,2963.31965568634,32003.95190367368,path,0
pop1,3057.7260804183825,32003.95190367368,path,0
pop1,3155.1401364782114,32003.95190367368,path,0
pop1,3255.65764198657,32003.95190367368,path,0
pop1,3359.37746766981,32003.95190367368,path,0
pop1,3466.401634110819,32003.95190367368,path,0
pop1,3576.835412098202,32003.95190367368,path,0
pop1,3690.7874261724123,20954.15397256952,path,0
pop1,3808.3697614707,20954.15397256952,path,0
pop1,3929.698073975954,20954.15397256952,path,0
pop1,4054.891704277892,20954.15397256952,path,0
pop1,4184.073794958499,20954.15397256952,path,0
pop1,4317.371411717152,20954.15397256952,path,0
pop1,4454.915668354612,20954.15397256952,path,0
pop1,4596.841855738775,20954.15397256952,path,0
pop1,4743.289574879083,20954.15397256952,path,0
pop1,4894.402874240433,20954.15397256952,path,0
pop1,5050.330391431708,20954.15397256952,path,0
pop1,5211.225499408244,12356.70953023801,path,0
pop1,5377.246457332084,12356.70953023801,path,0
pop1,5548.556566238371,12356.70953023801,path,0
pop1,5725.324329661024,12356.70953023801,path,0
pop1,5907.723619375684,12356.70953023801,path,0
pop1,6095.933846422932,12356.70953023801,path,0
pop1,6290.140137580053,12356.70953023801,path,0
pop1,6490.533517454865,12356.70953023801,path,0
pop1,6697.311096380783,12356.70953023801,path,0
pop1,6910.676264297878,12356.70953023801,path,0
pop1,7130.838890810693,12356.70953023801,path,0
pop1,7358.015531619536,12356.70953023801,path,0
pop1,7592.429641528363,12356.70953023801,path,0
pop1,7834.311794238704,12356.70953023801,path,0
pop1,8083.899909145885,12356.70953023801,path,0
pop1,8341.439485360586,10562.71545538364,path,0
pop1,8607.183843185927,10562.71545538364,path,0
pop1,8881.394373287645,10562.71545538364,path,0
pop1,9164.340793802367,10562.71545538364,path,0
pop1,9456.301415636974,10562.71545538364,path,0
pop1,9757.563416219919,10562.71545538364,path,0
pop1,10068.423121973852,10562.71545538364,path,0
pop1,10389.186299787294,10562.71545538364,path,0
pop1,10720.168457772164,10562.71545538364,path,0
pop1,11061.695155602905,7527.324295036067,path,0
pop1,11414.102324742527,7527.324295036067,path,0
pop1,11777.736598870493,7527.324295036067,path,0
pop1,12152.9556548375,7527.324295036067,path,0
pop1,12540.12856448249,7527.324295036067,path,0
pop1,12939.636157658006,7527.324295036067,path,0
pop1,13351.871396820896,7527.324295036067,path,0
pop1,13777.239763556869,7527.324295036067,path,0
pop1,14216.15965741904,7527.324295036067,path,0
pop1,14669.062807472888,7527.324295036067,path,0
pop1,15136.394696952279,6145.587716073863,path,0
pop1,15618.615001444317,6145.587716073863,path,0
pop1,16116.198041034113,6145.587716073863,path,0
pop1,16629.63324685405,6145.587716073863,path,0
pop1,17159.425642496564,6145.587716073863,path,0
pop1,17706.09634076392,6145.587716073863,path,0
pop1,18270.183056243648,6145.587716073863,path,0
pop1,18852.240634213722,6145.587716073863,path,0
pop1,19452.841596397822,6145.587716073863,path,0
pop1,20072.5767041074,6145.587716073863,path,0
pop1,20712.05553932457,6145.587716073863,path,0
pop1,21371.90710429733,6145.587716073863,path,0
pop1,22052.780440236762,6145.587716073863,path,0
pop1,22755.345265725104,10010.661601019234,path,0
pop2,0.0,15874.875462104717,path,1
pop2,362.5321663806254,15874.875462104717,path,1
pop2,378.0119285581467,15874.875462104717,path,1
pop2,394.152661152348,15874.875462104717,path,1
pop2,410.98258694124905,15874.875462104717,path,1
pop2,428.5311337873611,15874.875462104717,path,1
pop2,446.8289860935955,15874.875462104717,path,1
pop2,465.90813845628486,15874.875462104717,path,1
pop2,485.8019516091369,15874.875462104717,path,1
pop2,506.5452107559396,15874.875462104717,path,1
pop2,528.1741863940122,15874.875462104717,path,1
pop2,550.7266977347603,15874.875462104717,path,1
pop2,574.2421788322224,6652.349104354408,path,1
pop2,598.7617475352424,6652.349104354408,path,1
pop2,624.3282773838278,6652.349104354408,path,1
pop2,650.9864725754131,6652.349104354408,path,1
pop2,678.7829461321094,6652.349104354408,path,1
pop2,707.7663014056117,6652.349104354408,path,1
pop2,737.9872170622925,6652.349104354408,path,1
pop2,769.4985356970668,6652.349104354408,path,1
