label,x,y,plot_type,plot_num
pop2,802.3553562309868,6652.349104354408,path,1
pop2,836.6151302541166,3656.3111890066602,path,1
pop2,872.3377624821562,3656.3111890066602,path,1
pop2,909.5857155024607,3656.3111890066602,path,1
pop2,948.4241189926094,3656.3111890066602,path,1
pop2,988.9208836025022,3656.3111890066602,path,1
pop2,1031.1468196991038,3656.3111890066602,path,1
pop2,1075.1757611814737,3656.3111890066602,path,1
pop2,1121.0846945825733,3656.3111890066602,path,1
pop2,1168.9538936835902,3656.3111890066602,path,1
pop2,1218.8670598761623,3656.3111890066602,path,1
pop2,1270.9114685179268,3066.2286685759773,path,1
pop2,1325.1781215373069,3066.2286685759773,path,1
pop2,1381.7619065543709,3066.2286685759773,path,1
pop2,1440.7617627959903,3066.2286685759773,path,1
pop2,1502.2808540954154,3066.2286685759773,path,1
pop2,1566.4267492787542,3066.2286685759773,path,1
pop2,1633.3116102537792,3066.2286685759773,path,1
pop2,1703.0523881299346,3066.2286685759773,path,1
pop2,1775.7710277124763,3066.2286685759773,path,1
pop2,1851.5946807283058,3066.2286685759773,path,1
pop2,1930.6559281563327,3066.2286685759773,path,1
pop2,2013.093012051127,3066.2286685759773,path,1
pop2,2099.050077265208,3066.2286685759773,path,1
pop2,2188.6774234926274,3066.2286685759773,path,1
pop2,2282.1317680745765,7427.957294100937,path,1
pop2,2379.5765200265187,7427.957294100937,path,1
pop2,2481.1820657660114,7427.957294100937,path,1
pop2,2587.1260670408205,7427.957294100937,path,1
pop2,2697.593771578274,7427.957294100937,path,1
pop2,2697.628716346776,7427.957294100937,path,1
