	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101592	0.0396648	0.0203568	0.0113141	0.00666712	0.00397489	0.00220044	0.00121357	0.000670012	0.000306634
d1_1	0.266954	0.0250569	0.0158189	0.0113578	0.00826424	0.00618968	0.00440814	0.00312104	0.00208426	0.00128452	0.000829865
d1_2	0.081895	0.0146972	0.0104309	0.00835759	0.00675811	0.00546979	0.00432121	0.00346443	0.00253893	0.00193218	0.00142225
d1_3	0.0341443	0.00969789	0.00739525	0.00643115	0.00568533	0.00507949	0.00430295	0.00374918	0.00302625	0.00249275	0.00233476
d1_4	0.0159995	0.00653337	0.00557134	0.00508632	0.00474125	0.00448134	0.00425451	0.00365029	0.00327171	0.00293315	0.00336098
d1_5	0.00819841	0.00433443	0.0042014	0.00394855	0.0038863	0.00395273	0.00375734	0.00358352	0.00365811	0.00334117	0.00450853
d1_6	0.00421946	0.00274694	0.00273935	0.00292752	0.00315127	0.00324946	0.00328481	0.00333142	0.00343256	0.00364643	0.0058836
d1_7	0.00208469	0.0017472	0.00178958	0.00211208	0.00230465	0.00261105	0.00271893	0.00297922	0.00321122	0.00368842	0.00759715
d1_8	0.000850458	0.000906168	0.00104971	0.00129308	0.00155016	0.00189009	0.00219104	0.00256571	0.00295621	0.00367858	0.00981657
d1_9	0.000343471	0.000412919	0.000565137	0.000757154	0.000961037	0.00126078	0.00152087	0.0019395	0.00238741	0.00328984	0.0124465
d1_10	7.99886e-05	0.000139653	0.000180917	0.000264001	0.000436319	0.000614157	0.000804544	0.00114488	0.00160131	0.00243432	0
