	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0968283	0.03793	0.0196401	0.0112459	0.00652708	0.00377865	0.00222815	0.00130234	0.00065834	0.000314607
d1_1	0.260021	0.024739	0.0159853	0.0113499	0.0085071	0.00613629	0.00437298	0.0031296	0.00218553	0.00136958	0.000834411
d1_2	0.0812447	0.0150492	0.0107404	0.00854596	0.0070918	0.0057685	0.00462631	0.00357365	0.00280264	0.00203158	0.0014657
d1_3	0.0343653	0.0099155	0.00784867	0.00679883	0.00600102	0.00529757	0.00455624	0.00381521	0.0030201	0.00255924	0.00226236
d1_4	0.0164856	0.00684881	0.00587819	0.00536068	0.00499762	0.00484085	0.00430365	0.00386925	0.00338986	0.00304603	0.00337177
d1_5	0.00814777	0.00447948	0.00414182	0.00413953	0.0041621	0.00402542	0.00402066	0.00379783	0.00357789	0.00352206	0.0045277
d1_6	0.00417391	0.00287192	0.00285267	0.0030876	0.00325102	0.0034832	0.00341931	0.00352936	0.00371758	0.00387605	0.00615716
d1_7	0.00200914	0.00174959	0.00187592	0.00224683	0.00248123	0.00275082	0.002915	0.00327723	0.00343889	0.003947	0.00809802
d1_8	0.000910727	0.00100125	0.0012293	0.00140052	0.00173952	0.00195643	0.0023219	0.00262541	0.0031369	0.00379778	0.0103751
d1_9	0.000348068	0.00047307	0.000611872	0.000795217	0.000991606	0.00122813	0.00160856	0.00197991	0.00248108	0.00334111	0.012958
d1_10	8.82255e-05	0.000125779	0.000224021	0.000303244	0.000406483	0.000617715	0.000888964	0.00120288	0.00160465	0.00261775	0
