	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.100202	0.039095	0.0198755	0.0111357	0.0064888	0.00379477	0.00221672	0.00125358	0.00066178	0.00033474
d1_1	0.265939	0.0258774	0.0160738	0.0112489	0.00825524	0.00598998	0.00438865	0.00305986	0.00208947	0.00139601	0.000849546
d1_2	0.084335	0.015192	0.0105752	0.00826711	0.00661677	0.00544474	0.00446466	0.00350584	0.00261167	0.00190811	0.00154696
d1_3	0.0354912	0.0100039	0.00744531	0.00643756	0.00549895	0.00499537	0.00423134	0.00363971	0.00310594	0.00263398	0.00238665
d1_4	0.0165668	0.00656853	0.00547112	0.00492027	0.00464545	0.00428166	0.00401537	0.00372233	0.00324337	0.00307905	0.00344489
d1_5	0.00821056	0.00434219	0.00393406	0.00390453	0.00376153	0.00378562	0.00359523	0.00358849	0.00345884	0.00345299	0.00471023
d1_6	0.00409252	0.0028054	0.00271624	0.00289453	0.00300168	0.0030755	0.00314877	0.00324524	0.00350394	0.00364261	0.0061551
d1_7	0.00196084	0.00168098	0.00179754	0.00199018	0.00217891	0.00246082	0.00259661	0.00294263	0.00322536	0.00388595	0.00820717
d1_8	0.000874609	0.000830081	0.001047	0.0013089	0.00155942	0.00178432	0.00199455	0.0024677	0.00294478	0.00365245	0.0102846
d1_9	0.000319281	0.000410382	0.000562925	0.000692423	0.000900202	0.00110479	0.00137508	0.00179177	0.00223223	0.00329457	0.0126603
d1_10	8.47621e-05	0.000122466	0.000170263	0.000283862	0.000402581	0.000547219	0.000757117	0.00108383	0.00151668	0.00246258	0
