	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0991711	0.0393668	0.0202139	0.011321	0.00656223	0.00397389	0.00231008	0.00128863	0.000712489	0.000305843
d1_1	0.26574	0.0263618	0.0161055	0.0113267	0.00826246	0.00611666	0.00452278	0.00309971	0.00213471	0.00131688	0.000863476
d1_2	0.0825217	0.0158541	0.0107747	0.00829254	0.00673739	0.00546394	0.00448643	0.00347922	0.00270227	0.00193181	0.00157114
d1_3	0.034789	0.0103899	0.00763665	0.0064451	0.00566796	0.0047173	0.00429346	0.00364594	0.00310958	0.00265071	0.00231816
d1_4	0.0164252	0.00676488	0.00548558	0.00528697	0.00464063	0.00425035	0.0040557	0.00361422	0.00327762	0.00302585	0.00328613
d1_5	0.00830428	0.00446402	0.00402793	0.00388915	0.00374354	0.00359964	0.0036197	0.00354813	0.00351781	0.00336183	0.00463763
d1_6	0.00411924	0.0028634	0.00274947	0.0028247	0.0030456	0.0030402	0.00325584	0.00343062	0.00343788	0.0037085	0.00593567
d1_7	0.00194512	0.00176421	0.00181699	0.00200206	0.0022622	0.00235828	0.00270723	0.00298866	0.00326582	0.00391564	0.00755144
d1_8	0.000898018	0.000857987	0.00108673	0.00129793	0.00156939	0.00185779	0.00204247	0.00241136	0.00293007	0.00373649	0.00969097
d1_9	0.000338845	0.000361511	0.000553838	0.000680627	0.000983753	0.00120324	0.00143912	0.00179885	0.0023253	0.00334437	0.0125816
d1_10	7.05963e-05	0.000127106	0.000190254	0.000269217	0.000383885	0.000544384	0.000729332	0.00112727	0.00165727	0.00253894	0
