	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.100271	0.0389627	0.0196756	0.0107639	0.00626754	0.00351585	0.00213244	0.00115068	0.000589187	0.000267976
d1_1	0.259723	0.0247122	0.0161198	0.0116832	0.00847375	0.00613425	0.00429736	0.00304437	0.00206034	0.00121879	0.00075787
d1_2	0.0818142	0.0144789	0.0105975	0.00873754	0.00701121	0.00585644	0.00452245	0.00354335	0.00268106	0.00182905	0.00146228
d1_3	0.0345313	0.00965711	0.00778372	0.00683977	0.00604725	0.00527935	0.0043327	0.00376375	0.00314953	0.0025071	0.00229899
d1_4	0.0162507	0.00657749	0.00567747	0.00527114	0.00496968	0.0047104	0.00441147	0.00399978	0.00342671	0.00300252	0.00331353
d1_5	0.00818958	0.00437099	0.00414191	0.00417956	0.00413043	0.00382042	0.00397414	0.00388143	0.00364538	0.00349238	0.00457779
d1_6	0.00412656	0.00276829	0.00284006	0.00319863	0.00333413	0.00344228	0.0034613	0.00350218	0.00358139	0.00374148	0.00613549
d1_7	0.0019865	0.00168861	0.00189859	0.00209362	0.00227116	0.00274177	0.00301672	0.00323512	0.00347476	0.00377852	0.00806828
d1_8	0.000905622	0.000865599	0.00115844	0.00137159	0.00160831	0.00199079	0.00226551	0.00266208	0.00305945	0.00369627	0.0104894
d1_9	0.000298497	0.000378926	0.000607765	0.000748973	0.000956177	0.00127355	0.00158373	0.00197231	0.00248058	0.00332283	0.013339
d1_10	7.18044e-05	0.00012118	0.000209905	0.000319889	0.000408604	0.000657547	0.000840136	0.00120003	0.00166926	0.00252011	0
