	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0934392	0.0377253	0.0199209	0.011444	0.00709676	0.00428215	0.00249669	0.00147404	0.000797778	0.000363596
d1_1	0.267453	0.0251629	0.0155072	0.011019	0.00816473	0.00615283	0.00451991	0.00322418	0.00235815	0.00150923	0.000943431
d1_2	0.0818988	0.0153376	0.0105834	0.00824357	0.00662367	0.00547653	0.00449017	0.00354925	0.002738	0.00213981	0.00156756
d1_3	0.0339794	0.0102789	0.00770346	0.00656842	0.00552468	0.00501586	0.00436448	0.00366406	0.00317379	0.00263923	0.00233319
d1_4	0.0161613	0.00703211	0.00575543	0.00525856	0.00489014	0.00442506	0.00401825	0.00377261	0.00357923	0.00309267	0.00329556
d1_5	0.0081871	0.00472119	0.00422736	0.00410258	0.00397054	0.00390133	0.00375073	0.00370669	0.00360009	0.00357322	0.00455063
d1_6	0.00407939	0.00298919	0.0030549	0.00303633	0.00309641	0.00320483	0.00336317	0.00348033	0.00357005	0.00387297	0.00611423
d1_7	0.00204631	0.00176302	0.00195183	0.00206603	0.00239389	0.00258733	0.00270127	0.00306954	0.00328868	0.00387537	0.00784225
d1_8	0.000898682	0.00103685	0.00119434	0.00135626	0.00165123	0.00190905	0.00211316	0.00249743	0.00297628	0.00375048	0.0102094
d1_9	0.000344518	0.000454051	0.000646919	0.000794023	0.00100412	0.00124835	0.00151505	0.00185891	0.00237126	0.00322866	0.0129046
d1_10	8.5627e-05	0.000141775	0.000208132	0.000283036	0.000471661	0.000700488	0.000815524	0.00117777	0.00163108	0.00255219	0
