	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0994736	0.0391786	0.0198192	0.010997	0.00661232	0.00375514	0.00221698	0.00124654	0.000631197	0.000291494
d1_1	0.268041	0.0238879	0.015644	0.0112631	0.00820723	0.00616356	0.00441586	0.00310097	0.00208851	0.00136898	0.00086408
d1_2	0.0822602	0.0140564	0.010319	0.00828106	0.00689266	0.00554608	0.00450325	0.00354729	0.00269457	0.00196051	0.00155577
d1_3	0.0342367	0.00930864	0.00738502	0.00651717	0.00581664	0.00502956	0.0044527	0.00375265	0.00314904	0.00251464	0.00240129
d1_4	0.0166624	0.00643344	0.00557345	0.00512188	0.00476192	0.00457034	0.00411565	0.00379404	0.00327734	0.00312689	0.00336321
d1_5	0.00821573	0.00422767	0.00398162	0.00405063	0.00396775	0.00398678	0.00380276	0.00369439	0.00345255	0.00340614	0.00468603
d1_6	0.00414913	0.00285693	0.00276787	0.00295718	0.00314789	0.00333525	0.00331014	0.00339311	0.00354673	0.00369378	0.0063887
d1_7	0.00202409	0.00166722	0.00189457	0.00216688	0.00234129	0.00259732	0.00287084	0.00303408	0.0032466	0.00362802	0.00795804
d1_8	0.000946787	0.000924571	0.00112911	0.00138813	0.00164048	0.00185533	0.00222124	0.00247275	0.00300328	0.00348567	0.0103462
d1_9	0.000353217	0.000409874	0.000548566	0.000747348	0.000974347	0.00128025	0.00144984	0.00189382	0.00248448	0.00314042	0.0129217
d1_10	6.98715e-05	0.000123363	0.00021236	0.000306565	0.000410749	0.000656393	0.000801191	0.00108631	0.00163138	0.00238775	0
