	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0991604	0.038792	0.0199783	0.0112745	0.00638477	0.00381303	0.00225778	0.00122722	0.000631357	0.000310217
d1_1	0.274014	0.0242046	0.0157078	0.0111994	0.00839336	0.00620793	0.0043428	0.0031341	0.00212836	0.00132075	0.000806191
d1_2	0.0805968	0.014505	0.0104026	0.00818557	0.0069679	0.00551951	0.00451789	0.00351511	0.00261461	0.00190134	0.00141454
d1_3	0.0329337	0.00971892	0.00745473	0.00643548	0.0056818	0.00497357	0.0043034	0.00374827	0.00309661	0.00254932	0.00226043
d1_4	0.0156984	0.00649224	0.0056595	0.00503241	0.00489283	0.00455699	0.0041898	0.00378844	0.0032834	0.00304145	0.00326778
d1_5	0.00776722	0.00436789	0.003986	0.0039806	0.00393656	0.00390934	0.00380469	0.00363839	0.00343536	0.00338751	0.00442722
d1_6	0.00395514	0.00284428	0.00277829	0.0030138	0.00318924	0.00339848	0.00339214	0.00330705	0.0034699	0.00360116	0.00598901
d1_7	0.00196742	0.00174135	0.00188593	0.00212764	0.00233824	0.00255792	0.00283972	0.00299647	0.00329914	0.00383132	0.00774926
d1_8	0.000816792	0.000888827	0.00105071	0.00136952	0.0016321	0.00187608	0.00229937	0.00251405	0.00302424	0.00371643	0.00988408
d1_9	0.000305111	0.000389228	0.000581866	0.000786279	0.000933049	0.00129364	0.00155028	0.00185632	0.00240645	0.00326629	0.0127537
d1_10	7.637e-05	0.000102564	0.000181223	0.000293178	0.000377969	0.000514488	0.000835995	0.00115084	0.00155612	0.00231438	0
