	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.082742	0.0349848	0.0192948	0.0115839	0.00718925	0.00466345	0.00274499	0.00171302	0.00102794	0.000451198
d1_1	0.283092	0.0276045	0.0160546	0.0109732	0.00807748	0.00593339	0.00452923	0.00311546	0.0023221	0.00154298	0.000880919
d1_2	0.0757693	0.0169429	0.0112397	0.00842675	0.00684802	0.005448	0.00445283	0.00346639	0.00268203	0.00209735	0.00135815
d1_3	0.0303151	0.01111	0.00832148	0.0067697	0.00587083	0.00507308	0.00440778	0.00369687	0.00316593	0.00271897	0.00199668
d1_4	0.0141931	0.00763222	0.00623804	0.00537132	0.00504825	0.00460108	0.00419709	0.00393705	0.00347956	0.00315078	0.0028871
d1_5	0.00705388	0.00497149	0.00439336	0.00412565	0.00413914	0.00413937	0.00390378	0.00369475	0.0037123	0.00365416	0.00408936
d1_6	0.00350106	0.00311386	0.00308791	0.00321448	0.00324363	0.00331947	0.00351045	0.0034745	0.00374903	0.00413451	0.00572805
d1_7	0.00174642	0.00188554	0.00201816	0.00216894	0.00245893	0.00266721	0.00292316	0.00310954	0.00366538	0.00419418	0.00759094
d1_8	0.000784239	0.000991538	0.00113942	0.00130755	0.00168904	0.00192414	0.00229693	0.00261546	0.00314061	0.00408129	0.00971949
d1_9	0.000306359	0.000425761	0.000610915	0.000733457	0.00102204	0.00124718	0.00157546	0.001887	0.00258039	0.00360112	0.012756
d1_10	7.93629e-05	0.000176318	0.000216619	0.000263797	0.000429519	0.000580129	0.000782234	0.00109889	0.0015069	0.00261358	0
