	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0967817	0.0384418	0.0197174	0.0110862	0.0064177	0.00381929	0.00231688	0.00124416	0.000686237	0.000313237
d1_1	0.267269	0.0258056	0.0160348	0.0114386	0.00828133	0.00610462	0.00437968	0.00310589	0.00207496	0.00135756	0.000847757
d1_2	0.0820408	0.0153603	0.0107609	0.00842307	0.00684134	0.00560286	0.004412	0.00358983	0.00265859	0.0020159	0.0015377
d1_3	0.0342801	0.0102035	0.00779229	0.00659351	0.00576194	0.00483829	0.00431707	0.00366523	0.00319187	0.00254189	0.00233648
d1_4	0.0162335	0.00669131	0.00566736	0.00514178	0.00480545	0.00439326	0.00403834	0.00377564	0.00341843	0.00317275	0.00335649
d1_5	0.00805799	0.00448626	0.00405093	0.00396673	0.00397676	0.00392567	0.00388092	0.00361097	0.00351081	0.0035221	0.0046054
d1_6	0.00403766	0.002946	0.00282878	0.00295338	0.00301861	0.00313627	0.00334894	0.00345938	0.00356428	0.00380527	0.00613902
d1_7	0.00193548	0.0016747	0.00190766	0.00199193	0.00232008	0.00248231	0.00271788	0.00309446	0.00342862	0.00397211	0.00792245
d1_8	0.000892942	0.000929163	0.00107697	0.00135	0.00153698	0.00185139	0.00221203	0.00256409	0.00301841	0.00376893	0.0100852
d1_9	0.000327244	0.000380427	0.000515377	0.000736996	0.00095881	0.00117483	0.00148752	0.00191844	0.00235633	0.00335164	0.0128492
d1_10	7.96065e-05	0.000112313	0.000186844	0.000294412	0.000390072	0.000555939	0.000767651	0.0010785	0.00155826	0.00236897	0
