	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101115	0.0392578	0.0197515	0.0108396	0.00631769	0.00351971	0.00206772	0.00115614	0.000572917	0.000264167
d1_1	0.256546	0.0245988	0.0162137	0.0116304	0.00850325	0.00607041	0.00438168	0.00308055	0.00209362	0.00121182	0.000756636
d1_2	0.0822672	0.0145608	0.0106629	0.00872732	0.00716564	0.00574059	0.00456668	0.00358808	0.00264643	0.00188051	0.00139324
d1_3	0.0346879	0.00968817	0.00782954	0.00667832	0.00598103	0.00522422	0.00446815	0.00388652	0.00320557	0.0024955	0.00221422
d1_4	0.0166805	0.006583	0.0056385	0.00521355	0.00513048	0.00465648	0.0043587	0.0038798	0.00351835	0.00301647	0.0032962
d1_5	0.00842397	0.00441115	0.00412867	0.00414328	0.00419	0.00412326	0.00397543	0.00381488	0.00359849	0.0034786	0.00461219
d1_6	0.00417798	0.00280772	0.00297231	0.00305103	0.00323234	0.00338645	0.00358206	0.0034965	0.00356471	0.00382962	0.00617369
d1_7	0.00197268	0.00167656	0.0019098	0.00220205	0.00242156	0.0026965	0.00295169	0.00310893	0.00349377	0.00387237	0.00808012
d1_8	0.000861994	0.000865494	0.00108812	0.00138386	0.00166958	0.00193986	0.00232398	0.00268172	0.00305749	0.00376864	0.0104262
d1_9	0.000328317	0.000386013	0.000606086	0.000764503	0.00100509	0.00122622	0.00161953	0.00198903	0.00256908	0.00325728	0.0130352
d1_10	6.90692e-05	0.000123266	0.000203672	0.000316123	0.0003985	0.000644092	0.000859257	0.00122814	0.0016986	0.00256636	0
