	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0954922	0.0384699	0.0200305	0.0115058	0.00691005	0.00410992	0.00241426	0.00144327	0.000735193	0.000364044
d1_1	0.267012	0.0247798	0.0154985	0.0112823	0.00832456	0.00598196	0.00453127	0.00328836	0.00229497	0.00143523	0.000962193
d1_2	0.0808114	0.0148864	0.010402	0.00829357	0.00671611	0.0055972	0.00446975	0.00352765	0.0027463	0.00201331	0.00156943
d1_3	0.0338046	0.0100869	0.00762538	0.00654415	0.00591279	0.00497125	0.00435173	0.00376569	0.00319438	0.00260889	0.00228007
d1_4	0.0162909	0.00686253	0.00579463	0.00516454	0.00475765	0.00445563	0.00416425	0.00385179	0.00339112	0.00305471	0.00334574
d1_5	0.00827713	0.0044885	0.00419452	0.00400159	0.00405112	0.00395396	0.00386794	0.00361015	0.00362157	0.0033888	0.00455107
d1_6	0.0042448	0.00296224	0.00296838	0.00317341	0.00316851	0.00323058	0.00335871	0.00337499	0.00359265	0.00373938	0.00603523
d1_7	0.00200454	0.00182274	0.00201599	0.00218854	0.00245431	0.00261107	0.002936	0.00306527	0.00331707	0.00388277	0.00784915
d1_8	0.000948977	0.000978516	0.00118534	0.00135131	0.00162292	0.00201289	0.002252	0.00255217	0.00293188	0.00372263	0.0100107
d1_9	0.00038679	0.000448714	0.000636301	0.000799416	0.00102795	0.00121428	0.00155244	0.00206704	0.00245056	0.00334565	0.0125284
d1_10	8.52267e-05	0.00013775	0.00020387	0.000291079	0.00043537	0.000603722	0.000848303	0.0011131	0.00163952	0.00243315	0
