	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.098424	0.038931	0.0201877	0.0112604	0.0066571	0.00395483	0.00231615	0.00135289	0.000716153	0.000308947
d1_1	0.263655	0.0260251	0.0159028	0.0112561	0.00828912	0.00602024	0.00451323	0.00320064	0.00212648	0.00143496	0.000871794
d1_2	0.0826803	0.0156598	0.0106271	0.00837063	0.00674029	0.00560053	0.00449695	0.00348884	0.00269864	0.00201151	0.00152146
d1_3	0.0350805	0.0102466	0.00766974	0.00664855	0.00569076	0.00491922	0.00437242	0.00363309	0.00311348	0.00252722	0.00232039
d1_4	0.0163825	0.00677362	0.00553598	0.00499339	0.0047587	0.00439951	0.00403635	0.00368145	0.00332723	0.00300101	0.00326059
d1_5	0.0083047	0.00450635	0.00408572	0.00392079	0.00385802	0.00379944	0.00377371	0.00355772	0.00348866	0.00349919	0.00462174
d1_6	0.00404779	0.00280876	0.0027707	0.0029092	0.00304498	0.00324616	0.00328116	0.0033037	0.00341404	0.00372974	0.0059353
d1_7	0.0019882	0.00171166	0.00185141	0.00200469	0.00231531	0.0024707	0.00272229	0.00311581	0.00339892	0.00389506	0.00789101
d1_8	0.000898177	0.000975141	0.00108548	0.00129235	0.00159241	0.00190106	0.00218875	0.00245696	0.00300602	0.00380159	0.00997174
d1_9	0.000364165	0.000466623	0.000549347	0.000748565	0.00099968	0.00113177	0.00144677	0.00183033	0.00231277	0.00341437	0.0127415
d1_10	7.52051e-05	0.000128608	0.00022709	0.000294634	0.000398578	0.000572876	0.000815098	0.00115112	0.00166233	0.00255324	0
