	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101529	0.0394054	0.0198366	0.0110162	0.00621623	0.00360509	0.00207992	0.00113587	0.000568235	0.000273042
d1_1	0.271843	0.0233779	0.0158254	0.0115618	0.00838711	0.00623526	0.00444201	0.00303606	0.00199765	0.00122969	0.000811959
d1_2	0.0821125	0.0137733	0.0102227	0.00827083	0.00696567	0.00561667	0.0044856	0.00345339	0.00263947	0.00181955	0.00134604
d1_3	0.033682	0.00924503	0.00745222	0.00664358	0.00590781	0.00522928	0.00448466	0.00369181	0.00301809	0.00244503	0.00221558
d1_4	0.0158887	0.00598454	0.00543474	0.00510774	0.00496392	0.00453395	0.00417477	0.00372156	0.00333721	0.00294569	0.00331687
d1_5	0.00782637	0.00406307	0.00391867	0.00407046	0.00392411	0.00390425	0.00389086	0.00371863	0.0034286	0.0032551	0.00446013
d1_6	0.00407475	0.00271093	0.00279418	0.0029245	0.00313972	0.00330343	0.00347093	0.00340719	0.00347306	0.00346889	0.00614249
d1_7	0.00192465	0.00159468	0.001812	0.00207036	0.00242598	0.00269627	0.00288903	0.00308062	0.00327095	0.00382687	0.00795954
d1_8	0.000806224	0.000840582	0.00111098	0.00128047	0.0015849	0.00187757	0.00227872	0.0024904	0.00290383	0.00353927	0.0103246
d1_9	0.00033185	0.000389027	0.000523639	0.000753736	0.000980576	0.00124595	0.00152153	0.00196442	0.00238769	0.00302106	0.0129557
d1_10	7.05594e-05	9.92254e-05	0.000160785	0.000286078	0.000384799	0.000521922	0.000804897	0.00112745	0.00157333	0.00239374	0
