	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0972034	0.0386135	0.0198688	0.0112009	0.00657293	0.00388453	0.00229177	0.00124577	0.000650277	0.000352449
d1_1	0.267052	0.0263641	0.0162453	0.0113028	0.00832935	0.00602831	0.00437885	0.0030648	0.00216767	0.00137569	0.000834508
d1_2	0.083152	0.0156844	0.0107833	0.00856984	0.00667955	0.00556078	0.00448743	0.00358255	0.00271465	0.00204119	0.00145927
d1_3	0.0342793	0.0103231	0.00747909	0.00646512	0.00564893	0.0050168	0.00431745	0.00363918	0.00304372	0.00254135	0.00228097
d1_4	0.0161059	0.0068591	0.00557476	0.0049611	0.00467797	0.00439062	0.00407717	0.00387168	0.00329613	0.00311301	0.00331427
d1_5	0.00799444	0.00445545	0.00402534	0.00402282	0.00375336	0.00380431	0.00362992	0.00362641	0.00350257	0.0034864	0.00448569
d1_6	0.00396582	0.00286489	0.00275207	0.00299413	0.0030328	0.00316455	0.00329918	0.00331773	0.00346531	0.00379081	0.00602732
d1_7	0.00190739	0.0016048	0.00184249	0.00198249	0.00229289	0.00244441	0.00267782	0.00297728	0.00323392	0.00385084	0.00783306
d1_8	0.000851493	0.000937415	0.00108776	0.00134563	0.00154072	0.00186115	0.00215115	0.00258433	0.00303128	0.00388735	0.0100513
d1_9	0.000319787	0.00042265	0.000570268	0.000713898	0.000900803	0.00116294	0.00148987	0.00184514	0.00245158	0.00332011	0.0129165
d1_10	8.52334e-05	0.0001096	0.000161756	0.000275661	0.000379209	0.00056322	0.00076769	0.00109636	0.00154335	0.00244692	0
