	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0963702	0.0381692	0.0196812	0.0110902	0.00647503	0.00387975	0.00220609	0.00127092	0.000679485	0.000294178
d1_1	0.269209	0.0255353	0.0159036	0.0113657	0.00837974	0.00619639	0.00439534	0.00313808	0.00213204	0.00139466	0.000848069
d1_2	0.0816981	0.0151335	0.0106688	0.0084442	0.00682748	0.00557539	0.00446012	0.00344488	0.00270911	0.00203659	0.001516
d1_3	0.0334898	0.00988971	0.00767507	0.00654976	0.00573187	0.00504543	0.00437154	0.00369324	0.00310973	0.00256909	0.00223437
d1_4	0.0157999	0.0065907	0.00580555	0.00528951	0.00495531	0.00449035	0.00424185	0.00379389	0.00342038	0.00307142	0.00328994
d1_5	0.00786614	0.00456229	0.00404401	0.00394735	0.0040586	0.00383067	0.00396184	0.00363153	0.00350191	0.00357647	0.00447913
d1_6	0.0039341	0.00288718	0.00287341	0.00295522	0.00319276	0.00325343	0.0034799	0.0034734	0.00366633	0.00366729	0.00597818
d1_7	0.00193052	0.00170834	0.00183188	0.00210704	0.00227097	0.00263036	0.00283374	0.00304285	0.00329211	0.00382578	0.00787888
d1_8	0.000879506	0.000942034	0.00113088	0.00134275	0.00157167	0.00186513	0.00220463	0.00255806	0.00303206	0.00381896	0.0102952
d1_9	0.000322179	0.0004148	0.000569812	0.000744126	0.000985829	0.00124627	0.00156917	0.0019136	0.00236701	0.00332178	0.0129055
d1_10	7.18589e-05	0.000123803	0.000192035	0.000269328	0.000429397	0.000529239	0.000768794	0.00114752	0.00152345	0.00253329	0
