	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0991428	0.0384281	0.019568	0.0108846	0.00621004	0.00359516	0.00207862	0.0012418	0.000606388	0.000306733
d1_1	0.264319	0.0251508	0.0158698	0.011375	0.00826666	0.00622864	0.00435336	0.00303212	0.00204912	0.00128174	0.000765196
d1_2	0.0828799	0.01491	0.0104605	0.00838489	0.00697893	0.00548098	0.00449922	0.00359653	0.00267684	0.0018978	0.00150113
d1_3	0.0348515	0.00986162	0.00763095	0.00658209	0.00570926	0.00517889	0.00451746	0.00367224	0.00316943	0.00250831	0.00235229
d1_4	0.0164512	0.00642619	0.00551485	0.00522901	0.0049507	0.00451308	0.0043228	0.00389625	0.00342009	0.0031533	0.00343273
d1_5	0.00812988	0.00436651	0.00413943	0.00394579	0.00391588	0.00379231	0.00382554	0.00362199	0.00361738	0.00357425	0.00469376
d1_6	0.00405463	0.00279976	0.00279007	0.00297489	0.00322803	0.00322585	0.0034413	0.00342491	0.00355429	0.00366071	0.00635609
d1_7	0.00200289	0.00158812	0.00188525	0.00200497	0.00237596	0.00266792	0.00278217	0.00307478	0.00329801	0.00389813	0.00827578
d1_8	0.000872066	0.000850306	0.00107368	0.0013729	0.00157059	0.0018431	0.00226502	0.00250329	0.00291069	0.00375669	0.0105519
d1_9	0.000307507	0.000380889	0.000545284	0.000687229	0.000940134	0.00125741	0.001449	0.00192737	0.00241972	0.00331904	0.013173
d1_10	7.33306e-05	0.000111368	0.000224716	0.000251464	0.000380662	0.000580708	0.000816715	0.00112261	0.00158712	0.00252308	0
