	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.105073	0.0406659	0.0202813	0.0111337	0.00641214	0.00367087	0.00208961	0.00118976	0.000569736	0.000266701
d1_1	0.269053	0.0234366	0.0157614	0.01141	0.00849712	0.00616345	0.00429025	0.00298093	0.00194519	0.00116908	0.000761722
d1_2	0.0825735	0.013448	0.0100645	0.00818713	0.00696817	0.00566782	0.0044082	0.00346719	0.002495	0.00178245	0.0014492
d1_3	0.0346484	0.00896151	0.00740787	0.0065981	0.00587873	0.00522886	0.00444544	0.00377084	0.00301034	0.00225903	0.00227382
d1_4	0.0161935	0.00590438	0.00536809	0.00510166	0.00479123	0.00456952	0.00425622	0.00358707	0.00323605	0.00282333	0.00326487
d1_5	0.00822641	0.0039183	0.00389571	0.00399158	0.00381647	0.00386423	0.00368276	0.00369335	0.00338287	0.00309837	0.00461335
d1_6	0.00406866	0.00263962	0.00268617	0.00283545	0.00319205	0.00330683	0.00334802	0.00336792	0.00337696	0.00339016	0.00596476
d1_7	0.00199847	0.00151476	0.00183062	0.00214909	0.00239408	0.00265813	0.00287267	0.00307982	0.0031744	0.00365727	0.00799712
d1_8	0.000858981	0.000829068	0.00100413	0.00132668	0.00156058	0.00191515	0.0022156	0.00244935	0.00289317	0.00337165	0.0100078
d1_9	0.000324384	0.000371138	0.000526971	0.00072648	0.000916028	0.00126062	0.00158463	0.00181069	0.00231071	0.00308194	0.0125223
d1_10	6.95144e-05	0.000109833	0.000193238	0.000315064	0.000412709	0.000630649	0.000792131	0.00110148	0.00164157	0.00226694	0
