	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.100504	0.039604	0.0203898	0.0114427	0.00670173	0.00403616	0.00227883	0.00125123	0.000662288	0.000322165
d1_1	0.267871	0.0242735	0.0155007	0.0112581	0.00833068	0.00608549	0.0044142	0.00321362	0.00207563	0.00136881	0.000816469
d1_2	0.0815776	0.0143509	0.0101788	0.00819001	0.00682369	0.0057728	0.00451152	0.00361856	0.00263878	0.00198977	0.0015274
d1_3	0.0343573	0.0094875	0.0075854	0.00652015	0.0057318	0.005119	0.00430112	0.00373794	0.00297026	0.00258413	0.00220774
d1_4	0.0163285	0.00649689	0.00535355	0.00527787	0.00486662	0.00435403	0.00414868	0.00374092	0.00333318	0.00291582	0.00335169
d1_5	0.00825052	0.00442723	0.00395138	0.0040325	0.00390357	0.00383076	0.003775	0.00365497	0.00336224	0.00342227	0.00451677
d1_6	0.00420472	0.00283084	0.00286859	0.00296406	0.00310098	0.00319773	0.00338181	0.00347873	0.00329857	0.00352315	0.00589638
d1_7	0.00199035	0.00173246	0.00184238	0.00215265	0.00233605	0.00267565	0.00279632	0.00305175	0.00334943	0.0036826	0.00777203
d1_8	0.000926327	0.000987779	0.00111265	0.00140196	0.0016763	0.0020374	0.00218953	0.00247857	0.00288003	0.00358293	0.00982492
d1_9	0.000324955	0.000424823	0.000566001	0.000794039	0.000974658	0.00120692	0.00149511	0.00183182	0.0023937	0.00320102	0.0124567
d1_10	7.52235e-05	0.000124198	0.000176396	0.000274026	0.000434418	0.000630476	0.000831408	0.00113245	0.00160943	0.00233801	0
