	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0993674	0.0386074	0.019525	0.010579	0.00624779	0.0034704	0.00198401	0.00112614	0.00056113	0.000245283
d1_1	0.264396	0.0246971	0.0159741	0.0115062	0.00833211	0.00595226	0.0043826	0.00301182	0.00196618	0.00126921	0.000788154
d1_2	0.0828215	0.0144451	0.0105275	0.00846142	0.00701512	0.00561924	0.00463421	0.00362227	0.00263979	0.00183031	0.00149979
d1_3	0.0347669	0.00947015	0.00762975	0.00679129	0.00588958	0.00515493	0.00469408	0.0038967	0.0031267	0.00245051	0.00232689
d1_4	0.0167213	0.00642202	0.00545575	0.00521872	0.00491013	0.00457648	0.00415255	0.00383526	0.00339206	0.00302152	0.00340572
d1_5	0.00814733	0.00431071	0.00401493	0.00401226	0.00395916	0.00389874	0.0038579	0.00380455	0.00353489	0.00353747	0.00473433
d1_6	0.00403108	0.00269902	0.00277602	0.00297437	0.0030461	0.00324257	0.0034681	0.00352223	0.00351628	0.00378652	0.00662724
d1_7	0.00190112	0.0015907	0.00182143	0.00213626	0.0025369	0.00259911	0.00288754	0.00322582	0.00340067	0.00378665	0.00840813
d1_8	0.00088799	0.000842708	0.00105394	0.00137847	0.00165515	0.00183118	0.00224938	0.00255921	0.00293528	0.00374022	0.0106138
d1_9	0.000298277	0.000395829	0.000534571	0.00070897	0.000904793	0.00117182	0.00146093	0.00193968	0.00239796	0.00332166	0.0133795
d1_10	5.91702e-05	0.000110114	0.000185698	0.000254444	0.000356764	0.000601063	0.000782389	0.00113846	0.001643	0.00239691	0
