	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.095074	0.0382354	0.0197946	0.0112736	0.00678598	0.00398187	0.00234488	0.0013577	0.000724304	0.000343803
d1_1	0.264566	0.0252513	0.0158911	0.0112126	0.00829603	0.00617059	0.00451198	0.00322242	0.00217637	0.00135718	0.000891574
d1_2	0.0807746	0.0154876	0.0105359	0.00835153	0.00678012	0.00546738	0.00456462	0.00360686	0.00273965	0.00203513	0.00160624
d1_3	0.0343048	0.0102148	0.00791092	0.0066795	0.00572162	0.00507719	0.00437614	0.00379917	0.00312464	0.00258372	0.00230693
d1_4	0.0162977	0.00688139	0.0057698	0.00522091	0.0049536	0.00453768	0.00414193	0.00389324	0.00350006	0.00313897	0.00334963
d1_5	0.00816622	0.00474686	0.00419222	0.00413061	0.00402964	0.00403234	0.00387605	0.0036708	0.00359616	0.00360933	0.00452601
d1_6	0.0041734	0.00295494	0.00297076	0.00319222	0.00318656	0.00325411	0.00348033	0.00349631	0.00359299	0.00381521	0.00608892
d1_7	0.00199398	0.00172986	0.00193002	0.00214018	0.0023332	0.00260706	0.00276866	0.00311249	0.00339481	0.00391106	0.00791788
d1_8	0.000975944	0.00091712	0.00113869	0.00138619	0.00166936	0.00187658	0.00218557	0.00256583	0.00296546	0.00385033	0.0101262
d1_9	0.000340139	0.000410784	0.00054734	0.000811746	0.000995176	0.00122043	0.00155749	0.00196058	0.00246338	0.00337949	0.0126975
d1_10	8.15701e-05	0.000126772	0.000200742	0.000288082	0.00042118	0.000645438	0.0008728	0.00119112	0.00173128	0.0025808	0
