	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.100828	0.0391095	0.0198485	0.0110714	0.00635291	0.00368338	0.00212581	0.00122061	0.000618169	0.000314575
d1_1	0.275759	0.0240622	0.0156078	0.0111313	0.0084155	0.0060732	0.00428902	0.0031238	0.00204584	0.00125215	0.000793281
d1_2	0.0820782	0.0139895	0.0100615	0.00826942	0.00674029	0.00549125	0.00451214	0.00351993	0.00266636	0.00190153	0.00146374
d1_3	0.0334871	0.00930591	0.0073193	0.00642263	0.00569917	0.00493973	0.00446774	0.00364039	0.00304381	0.00250711	0.00226237
d1_4	0.0159356	0.00630711	0.00555582	0.00510176	0.00481618	0.00443401	0.00414395	0.00367171	0.00327425	0.00292857	0.00324874
d1_5	0.0077626	0.00412943	0.00386761	0.00388168	0.00401057	0.00380869	0.00382991	0.00359864	0.00349733	0.00330934	0.00447401
d1_6	0.00398668	0.00263496	0.00269367	0.00288708	0.00308332	0.00325636	0.0033549	0.00347941	0.00349407	0.00358793	0.00608472
d1_7	0.00189949	0.00163344	0.00182984	0.00202845	0.00236909	0.00244372	0.00276168	0.00295435	0.00322155	0.00376853	0.00785789
d1_8	0.000823825	0.000855636	0.00105064	0.00133745	0.00149916	0.00181821	0.00215321	0.0025134	0.00274186	0.003663	0.0100665
d1_9	0.000326888	0.000364169	0.000526188	0.000738876	0.000892294	0.00122259	0.00151813	0.00178788	0.00234317	0.00310618	0.0130095
d1_10	9.21387e-05	0.00011766	0.000186267	0.000269758	0.000414433	0.000498498	0.000747479	0.00109147	0.00150452	0.00230615	0
