	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0988727	0.0390393	0.01985	0.0113852	0.00657193	0.00387717	0.00225839	0.00128869	0.000701338	0.000340054
d1_1	0.267203	0.0253828	0.0160463	0.0112989	0.00836074	0.00614715	0.00435883	0.00305142	0.00203704	0.00136735	0.000787729
d1_2	0.0812452	0.0151724	0.0104717	0.00836352	0.00691578	0.00558301	0.00452278	0.0034729	0.00262802	0.00189542	0.0014246
d1_3	0.0340741	0.0101621	0.00772766	0.00649172	0.00573388	0.00493339	0.00428624	0.00377162	0.00301967	0.0026119	0.00229213
d1_4	0.0159302	0.00667687	0.00575254	0.00501088	0.00491721	0.0045025	0.00412876	0.0037983	0.00333575	0.00297398	0.00324327
d1_5	0.00806042	0.00464588	0.00401509	0.00413431	0.0039601	0.00394988	0.00380134	0.00368162	0.00341541	0.00365387	0.00450436
d1_6	0.00399037	0.00273526	0.00284186	0.0030044	0.00312494	0.00329056	0.00340534	0.00327804	0.00359906	0.00370404	0.00588192
d1_7	0.00193606	0.00175257	0.00181432	0.0021039	0.00224462	0.00255429	0.00281313	0.00297501	0.00334035	0.00399212	0.00775717
d1_8	0.000882307	0.000842331	0.00109791	0.00136311	0.00158793	0.00191415	0.00224799	0.00261738	0.00292576	0.00365442	0.00993889
d1_9	0.000316822	0.000421764	0.000534286	0.000704942	0.000928124	0.00122963	0.00157358	0.00188867	0.00248539	0.00333182	0.0125239
d1_10	8.1446e-05	0.000125549	0.000218441	0.000313096	0.000396277	0.000571631	0.000818791	0.00110021	0.00161702	0.00248852	0
