	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0938609	0.0373428	0.0192816	0.0110877	0.0064648	0.0038844	0.00235647	0.00132673	0.00073918	0.000377244
d1_1	0.272574	0.0253017	0.0156745	0.0112025	0.0082664	0.00620014	0.00442119	0.00321804	0.00216767	0.00133684	0.000862813
d1_2	0.0800449	0.0155064	0.0105789	0.00844017	0.00685507	0.00571831	0.00452127	0.00349627	0.00268035	0.00204581	0.00154883
d1_3	0.0330769	0.0102047	0.00778011	0.00653858	0.00590789	0.00521968	0.0045396	0.00383434	0.00320309	0.00255532	0.00233265
d1_4	0.0155915	0.00676398	0.00562463	0.00509899	0.00484609	0.00475007	0.00415139	0.00368916	0.00337198	0.00310729	0.00327224
d1_5	0.00785041	0.0044703	0.00411967	0.00404645	0.00413838	0.00404268	0.0039294	0.00370297	0.00352977	0.00344348	0.00459613
d1_6	0.00396173	0.00286293	0.00286041	0.00298821	0.00315489	0.00343583	0.00338613	0.00340046	0.00352016	0.00385159	0.00597322
d1_7	0.0019484	0.00171415	0.00191431	0.00217395	0.00239305	0.00271333	0.00286683	0.00306077	0.00345553	0.00403508	0.00802539
d1_8	0.00090393	0.000924215	0.00109336	0.00132109	0.00162091	0.00200529	0.00224771	0.00261944	0.00300474	0.00394895	0.0100096
d1_9	0.000333276	0.000390793	0.000551662	0.000785346	0.000964362	0.00123383	0.00151643	0.00187886	0.00243184	0.00335016	0.0128608
d1_10	0.00010384	0.000142725	0.000207877	0.000307168	0.000402304	0.000549064	0.000775534	0.00107143	0.0015127	0.00252063	0
