	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.100615	0.0388667	0.0197291	0.0108961	0.00622838	0.003662	0.00205182	0.00109253	0.000588179	0.000292417
d1_1	0.261522	0.025635	0.01629	0.0113937	0.008292	0.00603169	0.00433999	0.00303322	0.00188454	0.00132453	0.000814979
d1_2	0.0845642	0.0152295	0.0107037	0.008594	0.00669122	0.00564549	0.00440851	0.00351252	0.00259199	0.00193585	0.00158574
d1_3	0.0355836	0.00987665	0.00759171	0.00653174	0.00551217	0.00504968	0.00442295	0.00363683	0.00308542	0.00249038	0.00228744
d1_4	0.0168106	0.00667237	0.00553722	0.00497184	0.00487485	0.00458978	0.00406054	0.00377697	0.00333322	0.00306289	0.00352946
d1_5	0.00822878	0.00434451	0.00380678	0.00383525	0.00386851	0.00378592	0.00370671	0.00359862	0.00345802	0.00349326	0.00480221
d1_6	0.00414613	0.00272448	0.00270034	0.00290112	0.00299739	0.00328208	0.00333153	0.00334839	0.00354756	0.00380905	0.0064147
d1_7	0.00195091	0.00158902	0.0017381	0.00197606	0.00233123	0.00242905	0.00261994	0.00304068	0.00339432	0.00395116	0.00830285
d1_8	0.000919327	0.000845407	0.00100755	0.00128365	0.00149854	0.00184101	0.00200764	0.00259995	0.00296099	0.00379688	0.0106872
d1_9	0.000321908	0.000391154	0.000459851	0.000704047	0.00092546	0.00120631	0.00147114	0.00180733	0.00243838	0.00330808	0.0132419
d1_10	7.35635e-05	0.000105018	0.0001776	0.000252756	0.000406476	0.000540929	0.000764798	0.00114879	0.0015451	0.00247234	0
