	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.104068	0.0402299	0.0202764	0.0111234	0.00639434	0.00370692	0.00209667	0.00112076	0.000574211	0.000284697
d1_1	0.264927	0.0243526	0.0157863	0.0114935	0.00834968	0.00623952	0.0043442	0.00299213	0.00197887	0.00125218	0.000802883
d1_2	0.0826796	0.014357	0.0101759	0.00833318	0.00699497	0.00548344	0.0045349	0.00342306	0.00265284	0.00179555	0.0014491
d1_3	0.0350124	0.00942044	0.00744382	0.00648694	0.00584207	0.00504565	0.00439433	0.00375675	0.00306989	0.00239407	0.00224053
d1_4	0.0164404	0.00623022	0.00539482	0.00505817	0.00477405	0.00451227	0.00410481	0.00371936	0.00324071	0.00286849	0.00333427
d1_5	0.00817804	0.00418683	0.00391934	0.00394932	0.00397074	0.00398556	0.00378807	0.00363811	0.00335163	0.00327896	0.00447697
d1_6	0.00412755	0.00261009	0.0027512	0.00297514	0.00306259	0.00321946	0.00336005	0.00336049	0.00347128	0.00349198	0.00614948
d1_7	0.00190183	0.0015943	0.00187591	0.00217219	0.00233688	0.00253887	0.00281901	0.0029998	0.00328119	0.00376524	0.00802808
d1_8	0.000904605	0.000821392	0.00111708	0.00130716	0.00162427	0.00182598	0.00217928	0.00251235	0.00285493	0.00363894	0.0100432
d1_9	0.00033564	0.000381451	0.000544193	0.000726769	0.000943194	0.00127745	0.00149408	0.00192464	0.00232158	0.00315213	0.0126516
d1_10	6.88991e-05	0.00011351	0.000160316	0.000286196	0.000421297	0.000573633	0.000837759	0.0012181	0.00165019	0.00241455	0
