	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101392	0.0395251	0.0201919	0.0113223	0.00663313	0.00388866	0.00216464	0.00120123	0.000653508	0.000311932
d1_1	0.272819	0.02415	0.0155696	0.0114469	0.00847266	0.00606478	0.00443456	0.00308067	0.00205558	0.0012956	0.000776498
d1_2	0.0812659	0.013969	0.010177	0.00817816	0.00676992	0.00552979	0.00445263	0.00334642	0.00261731	0.00195066	0.00141252
d1_3	0.0334894	0.00919465	0.00744289	0.00655031	0.0058855	0.00511894	0.00442361	0.00368931	0.00298383	0.00237408	0.0022013
d1_4	0.0158555	0.00635189	0.00554103	0.00514095	0.0048333	0.00433845	0.00424375	0.00371151	0.00325302	0.0029351	0.00315598
d1_5	0.00797678	0.00428729	0.00394004	0.00389084	0.00399879	0.00374654	0.00380208	0.00352988	0.00341276	0.00332118	0.00454034
d1_6	0.00396955	0.00279887	0.00273162	0.00294751	0.00320547	0.00317662	0.00335473	0.00343238	0.00343684	0.00364378	0.00587656
d1_7	0.001915	0.00155821	0.00177108	0.00210205	0.00241737	0.00271798	0.00286527	0.00305532	0.00324435	0.0035483	0.00781309
d1_8	0.000866933	0.000900595	0.00112852	0.00124922	0.00165186	0.00192905	0.00220336	0.00247266	0.00289195	0.00358253	0.00987236
d1_9	0.000284852	0.000412331	0.000543154	0.000743137	0.00097253	0.00122076	0.00155998	0.0019727	0.00234053	0.00312657	0.0125641
d1_10	8.18913e-05	0.000125207	0.00016955	0.000295813	0.000420223	0.000648404	0.000842132	0.00111822	0.00156171	0.00238408	0
