	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.098339	0.0382365	0.0195881	0.0107644	0.00622305	0.00370693	0.00199903	0.0011368	0.000558582	0.000259447
d1_1	0.258941	0.0251215	0.01604	0.0116026	0.00845923	0.00618533	0.00423264	0.003053	0.00198297	0.00125995	0.000768436
d1_2	0.0817387	0.0149356	0.0108767	0.00872758	0.00709787	0.00585422	0.00463262	0.00362426	0.002642	0.0019094	0.00142131
d1_3	0.0345006	0.00998569	0.00793194	0.00667059	0.00610268	0.00531698	0.00458639	0.00388851	0.00317403	0.00255522	0.00234171
d1_4	0.0164991	0.00663987	0.0056927	0.00539455	0.00517554	0.00472333	0.00438515	0.00396339	0.00345286	0.00304879	0.0032832
d1_5	0.00820084	0.00438495	0.00422221	0.00397434	0.00418833	0.0040936	0.00407132	0.00367846	0.00368861	0.0034541	0.00464336
d1_6	0.00403205	0.00283866	0.00283357	0.00317752	0.00337505	0.00344493	0.00365206	0.00355928	0.00364607	0.0038084	0.00632499
d1_7	0.00203368	0.00169854	0.00186519	0.00217789	0.00239517	0.00267782	0.00296169	0.0031161	0.00344631	0.00400404	0.00809109
d1_8	0.00086842	0.000904045	0.00109931	0.00137596	0.00169827	0.00200968	0.00226246	0.0026934	0.00316139	0.0038303	0.0104596
d1_9	0.000293487	0.000413432	0.000517156	0.000727739	0.000911642	0.00124116	0.00160316	0.00197641	0.00241912	0.00342455	0.0133252
d1_10	6.29102e-05	0.000103461	0.000193545	0.000248139	0.000448784	0.00060365	0.000830954	0.0012186	0.00156861	0.00251401	0
