	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0951682	0.0380108	0.0195712	0.0111285	0.0066312	0.00394401	0.00228415	0.00133803	0.000686091	0.00035803
d1_1	0.261449	0.0249696	0.0155319	0.0112843	0.00844747	0.00619505	0.00451642	0.00311912	0.00223628	0.00148174	0.000841076
d1_2	0.0816838	0.0151389	0.0105306	0.00844135	0.00684971	0.00573691	0.00441376	0.00362733	0.00294319	0.00210274	0.00153834
d1_3	0.0345602	0.0101909	0.00776569	0.00646859	0.00581139	0.00518628	0.00440577	0.0037347	0.00324982	0.00269981	0.002451
d1_4	0.0165074	0.00684436	0.00571504	0.00534905	0.00487318	0.00461651	0.0041604	0.00391164	0.00350165	0.00311119	0.00338019
d1_5	0.00847645	0.0045987	0.00428292	0.00432724	0.00407051	0.00391167	0.00395531	0.00395343	0.00358769	0.00354874	0.00482001
d1_6	0.00415578	0.00297629	0.00300043	0.00309987	0.00319804	0.00339925	0.00337087	0.00355321	0.00342427	0.00379878	0.00618812
d1_7	0.00213597	0.00186184	0.00206065	0.00210182	0.0023924	0.00273528	0.0028484	0.00299531	0.00336145	0.00397802	0.00815856
d1_8	0.00090909	0.000982146	0.00126228	0.00139213	0.00160216	0.00202609	0.00226092	0.00260166	0.00303662	0.00386369	0.0102869
d1_9	0.000330181	0.000441696	0.000590812	0.000729366	0.00103487	0.00125712	0.00163264	0.00191908	0.00234909	0.00333516	0.0131546
d1_10	9.30194e-05	0.00012765	0.000209218	0.000309259	0.000414359	0.000606254	0.000841273	0.00112952	0.00167395	0.00257676	0
