	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.100207	0.0395324	0.0201069	0.0112248	0.00659629	0.00389638	0.00233588	0.0012803	0.000678538	0.00029807
d1_1	0.269149	0.0257341	0.0159191	0.0113441	0.00817917	0.00613295	0.00433055	0.00305085	0.00212329	0.00137976	0.000842061
d1_2	0.0830637	0.0150796	0.0104469	0.00799325	0.00662453	0.00541192	0.00439624	0.00344381	0.00268607	0.00191267	0.00149122
d1_3	0.0343396	0.0098233	0.00751987	0.00640531	0.00552623	0.00494956	0.0043539	0.00354408	0.00305303	0.00252781	0.00230403
d1_4	0.0162581	0.00672765	0.00554872	0.00524268	0.0046346	0.00425871	0.00396155	0.00373003	0.00336083	0.00301498	0.00326667
d1_5	0.00794443	0.00443949	0.00400155	0.003813	0.00369232	0.00386997	0.00360487	0.00353133	0.00345949	0.00341631	0.00447274
d1_6	0.00396412	0.00274559	0.00286174	0.00283517	0.00294258	0.00299811	0.00319788	0.00339085	0.00350064	0.00381992	0.00611504
d1_7	0.00197648	0.00167331	0.00177656	0.00192899	0.00230915	0.00249709	0.00265267	0.00294173	0.0031982	0.0036965	0.00773499
d1_8	0.000871406	0.000900685	0.00109567	0.00128157	0.00155649	0.0018551	0.00207391	0.0023546	0.00293116	0.00368482	0.0100637
d1_9	0.000321373	0.000427931	0.000559489	0.000731962	0.000882622	0.00122283	0.00137607	0.00186543	0.00229467	0.00332248	0.0125042
d1_10	5.81149e-05	0.000130501	0.000185579	0.000296698	0.000394558	0.000585464	0.000765797	0.00110034	0.00161103	0.00244852	0
