	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0994343	0.0387008	0.0199333	0.0110624	0.00653402	0.00376318	0.00217019	0.00121723	0.000636113	0.000299914
d1_1	0.269409	0.02506	0.0159925	0.0113927	0.00814563	0.00621993	0.00434028	0.00303462	0.00211661	0.00126929	0.000812369
d1_2	0.0824949	0.01489	0.0105567	0.0083556	0.00679289	0.00564536	0.0044225	0.00343661	0.00270992	0.00197628	0.00148696
d1_3	0.0340144	0.00986071	0.00762985	0.00646938	0.00566113	0.00504951	0.00431185	0.0036517	0.0031084	0.00255297	0.00226253
d1_4	0.0158365	0.00657802	0.00558861	0.00509947	0.00474381	0.00461946	0.00410457	0.00380087	0.00336191	0.00303401	0.00325957
d1_5	0.0078116	0.00445801	0.00401226	0.00405107	0.00385566	0.00378087	0.00373112	0.00370193	0.00345136	0.00352031	0.00439959
d1_6	0.00393813	0.00277989	0.00281607	0.00294601	0.00306826	0.00334419	0.00328049	0.00346253	0.00352442	0.00369713	0.00599264
d1_7	0.00192357	0.0016865	0.00185783	0.00202651	0.0022749	0.00247761	0.00272502	0.00309192	0.00339953	0.00378674	0.00783088
d1_8	0.000853527	0.000897599	0.00110153	0.0012863	0.00156524	0.00193083	0.00214807	0.00248697	0.00302051	0.00369323	0.0102168
d1_9	0.000321497	0.000373191	0.000526841	0.000701104	0.000915735	0.00124264	0.00143161	0.00188354	0.00233128	0.00321864	0.0127447
d1_10	7.41891e-05	0.000118862	0.000196045	0.000294647	0.000400195	0.000546896	0.000760061	0.00112439	0.00150471	0.00247296	0
