	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.10198	0.0393874	0.0198884	0.0109823	0.00623781	0.00359484	0.00208959	0.00109391	0.000584315	0.000247883
d1_1	0.267824	0.0246673	0.0157014	0.0113604	0.00827848	0.00604226	0.00440062	0.00304587	0.00205071	0.00127584	0.000806863
d1_2	0.083768	0.0143439	0.0101374	0.00825852	0.00682598	0.00539637	0.0045095	0.00350317	0.00260007	0.00191712	0.00145097
d1_3	0.0351791	0.00944172	0.00740957	0.00642934	0.00575963	0.00487251	0.00433773	0.00370348	0.00303066	0.00253345	0.0023238
d1_4	0.0164997	0.00644189	0.00550821	0.00503723	0.00468506	0.00430208	0.00417775	0.00366736	0.00335445	0.00292151	0.00353845
d1_5	0.00833764	0.00417665	0.00388583	0.00381186	0.00373782	0.0038345	0.00359132	0.00360638	0.00349439	0.00347185	0.0048245
d1_6	0.0042306	0.00262252	0.00270015	0.00280066	0.00308544	0.0030615	0.00315428	0.00341449	0.00352461	0.00372409	0.00628419
d1_7	0.00195679	0.00156312	0.00178154	0.00199436	0.00229372	0.00238943	0.00282357	0.00300038	0.0032745	0.00381213	0.00831283
d1_8	0.000881103	0.000851062	0.00101882	0.00131038	0.00157789	0.00176271	0.00216227	0.00236706	0.0028297	0.0035283	0.0104032
d1_9	0.000319193	0.000356379	0.000554007	0.000698049	0.000913651	0.00113105	0.00139439	0.00183816	0.00229072	0.00319747	0.0132328
d1_10	5.57064e-05	0.00010907	0.000154475	0.000254741	0.000373844	0.000528991	0.000843401	0.00111589	0.00154945	0.0024127	0
