	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0988591	0.0387195	0.0198318	0.0108637	0.00629643	0.00360638	0.00209928	0.00121302	0.000631963	0.000265162
d1_1	0.265985	0.0265989	0.0165337	0.0114882	0.00833983	0.00595806	0.00420101	0.00303896	0.00209624	0.0012717	0.000764701
d1_2	0.0832684	0.0160575	0.0108039	0.00852694	0.00700677	0.00550035	0.0043589	0.00344851	0.0025974	0.00183238	0.00143054
d1_3	0.0344192	0.0102702	0.00771596	0.00655735	0.00572589	0.00493452	0.00431259	0.00370445	0.0030649	0.00257272	0.00220952
d1_4	0.0161797	0.00682018	0.00554664	0.00513877	0.00480677	0.00440793	0.00419862	0.00375228	0.00333665	0.00312768	0.00329606
d1_5	0.00790325	0.00442833	0.00405894	0.00389132	0.00391019	0.00371677	0.00386173	0.00368111	0.00363078	0.00356672	0.00456844
d1_6	0.00385276	0.00283338	0.00270272	0.00288106	0.00307666	0.00315297	0.00327957	0.00343757	0.00345567	0.00378437	0.00612291
d1_7	0.00187646	0.00162234	0.001747	0.00201854	0.00215841	0.00240705	0.00275763	0.00294403	0.00338224	0.00395337	0.00792351
d1_8	0.000792487	0.000796053	0.000987796	0.00128477	0.001458	0.00172818	0.00221119	0.00251501	0.00296631	0.00383385	0.0101935
d1_9	0.000269928	0.00036506	0.000546915	0.000664405	0.000835641	0.00106384	0.00145621	0.0018568	0.0023897	0.00331575	0.0129657
d1_10	6.07936e-05	0.000120548	0.000190688	0.000245417	0.000354464	0.000523705	0.000727043	0.00111385	0.00150175	0.00248375	0
