	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.100567	0.0386783	0.019376	0.010875	0.00619492	0.00357497	0.0019507	0.00105272	0.000578135	0.000263932
d1_1	0.26258	0.0244513	0.0158093	0.0115648	0.00850313	0.00620148	0.00433475	0.00290281	0.00194763	0.00124397	0.000731446
d1_2	0.0817324	0.014416	0.0104584	0.00856544	0.00711173	0.00571891	0.00462137	0.00346935	0.00273095	0.00187162	0.00144793
d1_3	0.0346314	0.00935748	0.00777653	0.00670185	0.00595519	0.0053452	0.00459733	0.00366096	0.00301006	0.00245259	0.00230366
d1_4	0.0166331	0.0064805	0.00563594	0.00527031	0.00504484	0.0047781	0.00434738	0.00381393	0.00342173	0.00289634	0.00342214
d1_5	0.00823502	0.00421578	0.00402077	0.00410824	0.00422045	0.00401924	0.00406902	0.00383253	0.00354362	0.00344293	0.00475207
d1_6	0.00421926	0.00262015	0.00280661	0.00292168	0.00326093	0.00346096	0.00351378	0.00358152	0.00359061	0.00377936	0.00642806
d1_7	0.00197287	0.00158964	0.00176938	0.00199211	0.00250945	0.00269722	0.00295934	0.00312822	0.00351576	0.00370207	0.00832293
d1_8	0.000839575	0.000869648	0.0011625	0.00132023	0.00166697	0.0018738	0.00226264	0.00254325	0.00297332	0.00371353	0.0103885
d1_9	0.000283581	0.000397433	0.000529114	0.000721158	0.000955923	0.00127551	0.00160267	0.00191408	0.00236279	0.00333625	0.013388
d1_10	6.08257e-05	0.000125393	0.000142112	0.000263617	0.00041141	0.000584005	0.000852285	0.00108077	0.00161221	0.00262257	0
