	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.100856	0.0392215	0.0198854	0.0109349	0.00634388	0.0036711	0.00205666	0.00114986	0.000574534	0.000271419
d1_1	0.257904	0.0255701	0.0161134	0.0115342	0.00830648	0.00604262	0.00440969	0.00310363	0.00202409	0.00124418	0.000792224
d1_2	0.0844308	0.0152797	0.0105585	0.00847893	0.00698285	0.00562015	0.00443387	0.00336368	0.00268925	0.00192693	0.00150263
d1_3	0.0359334	0.00987634	0.00749839	0.00647254	0.00573889	0.00499513	0.00439067	0.00367645	0.00316601	0.00260895	0.00234634
d1_4	0.0172445	0.00664134	0.00556664	0.00521032	0.00480159	0.00436391	0.00411258	0.0037344	0.00329527	0.00318876	0.00351857
d1_5	0.00855861	0.00442636	0.00402196	0.00393238	0.0038448	0.00386741	0.0037663	0.00365559	0.0035248	0.00354023	0.00496665
d1_6	0.00423013	0.00281201	0.0027171	0.00283637	0.00302164	0.00313665	0.00327276	0.00343084	0.00353276	0.00375953	0.006543
d1_7	0.00197456	0.0016573	0.00181783	0.00199952	0.00230853	0.00252715	0.00275485	0.00295799	0.00327828	0.00383426	0.00817258
d1_8	0.000898967	0.000860707	0.0010739	0.00121597	0.00155709	0.00184067	0.00226631	0.00262967	0.0028297	0.0037148	0.0107079
d1_9	0.000316884	0.000360378	0.000517647	0.000770756	0.000926165	0.0011746	0.00148642	0.0018634	0.00237247	0.00329871	0.0131686
d1_10	8.05878e-05	9.85742e-05	0.000167998	0.000277814	0.000412668	0.000580347	0.000779464	0.00115141	0.00160333	0.00265703	0
