	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101752	0.0401633	0.0206544	0.0116561	0.00692086	0.0040399	0.00239555	0.00137646	0.000706829	0.00035791
d1_1	0.268719	0.0228347	0.0151429	0.0109377	0.00839554	0.00603216	0.00447151	0.00316251	0.00226697	0.0013442	0.000924694
d1_2	0.083457	0.0135011	0.00977056	0.00800286	0.00666793	0.00553013	0.00439515	0.00345267	0.00264159	0.00194195	0.00163409
d1_3	0.0351571	0.0090171	0.00717498	0.00604341	0.0054392	0.00493873	0.00432179	0.00359856	0.00307618	0.00249202	0.0025004
d1_4	0.0170209	0.00622854	0.00531886	0.004874	0.00464426	0.00438143	0.00407709	0.00359959	0.00333306	0.00298837	0.00350518
d1_5	0.00863831	0.00418499	0.00379272	0.00390019	0.00383712	0.00371482	0.00368154	0.00356541	0.00333563	0.00328554	0.00474198
d1_6	0.00449594	0.00282881	0.00282727	0.00288285	0.00307656	0.00317998	0.00326794	0.00322601	0.00331301	0.00349694	0.00623046
d1_7	0.00223598	0.00164633	0.00187987	0.00202042	0.00237098	0.00254046	0.00264863	0.00284159	0.00311096	0.00352128	0.00800427
d1_8	0.000998453	0.000924369	0.00110965	0.00130316	0.0016161	0.00191982	0.00220753	0.00242387	0.00285214	0.00353941	0.00998159
d1_9	0.000372349	0.000406523	0.000670719	0.000760987	0.00101548	0.00123663	0.00158316	0.00185561	0.00232614	0.00300145	0.0126807
d1_10	9.72256e-05	0.000133478	0.000229469	0.000312001	0.000468002	0.000687829	0.000833245	0.00118861	0.00159359	0.0023649	0
