	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0989552	0.0390532	0.0201142	0.0113263	0.0066872	0.00388636	0.0024078	0.0012703	0.00072318	0.000318996
d1_1	0.269793	0.0249373	0.0154833	0.0113418	0.00821317	0.00599836	0.00449547	0.00318254	0.00214923	0.00139116	0.000871319
d1_2	0.0821667	0.0148788	0.0103482	0.00821728	0.00665224	0.0053711	0.00444347	0.00358327	0.00270914	0.00198395	0.00145068
d1_3	0.0337755	0.0099146	0.00765744	0.00644411	0.00562333	0.00497859	0.00435731	0.00379765	0.00306348	0.00249977	0.002375
d1_4	0.0161636	0.00651947	0.00551171	0.00511231	0.00474584	0.00437484	0.00419164	0.00361328	0.00335596	0.00305429	0.00320151
d1_5	0.00809873	0.00439269	0.00392485	0.00389104	0.00389154	0.00376744	0.00370451	0.00353297	0.00348344	0.00339718	0.00446513
d1_6	0.00407132	0.00284086	0.00281779	0.00287382	0.00313553	0.00322049	0.0033568	0.00342	0.00347109	0.00358778	0.00599766
d1_7	0.00199765	0.00171253	0.00185437	0.00215399	0.00234634	0.00250804	0.00273215	0.00298585	0.00344925	0.00387793	0.00761755
d1_8	0.000821178	0.000943452	0.00110672	0.00138955	0.00159031	0.00179327	0.00215165	0.00256028	0.00297552	0.00374489	0.0100519
d1_9	0.000348361	0.00042019	0.000581891	0.000784035	0.00097489	0.00118896	0.00149581	0.00191852	0.00234422	0.00321402	0.0125925
d1_10	6.8624e-05	0.00013651	0.000199802	0.000302002	0.000389746	0.000600487	0.000794956	0.00110492	0.00154808	0.00254883	0
