	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.096815	0.0384031	0.0197923	0.011176	0.00652155	0.003883	0.00224361	0.00127618	0.000713043	0.000326627
d1_1	0.271115	0.0254817	0.01582	0.0113112	0.00828835	0.00609199	0.00434213	0.00318989	0.00216647	0.00136692	0.000877758
d1_2	0.0842682	0.0151881	0.0103429	0.00812673	0.00672389	0.005481	0.00430666	0.00341096	0.00267121	0.00200443	0.0016185
d1_3	0.0351947	0.00988537	0.00748027	0.00640697	0.00549547	0.00486361	0.00424662	0.00371937	0.00313587	0.0026509	0.00236589
d1_4	0.0165065	0.00671661	0.00538927	0.00489182	0.00465055	0.00433635	0.00408498	0.00369231	0.00332489	0.00310517	0.00342013
d1_5	0.00813629	0.00437385	0.0039232	0.00378547	0.00382855	0.00365022	0.00370068	0.00347642	0.0035017	0.00341894	0.00473827
d1_6	0.00403534	0.00271425	0.00276816	0.00282107	0.003	0.00301694	0.00318288	0.00325506	0.00337899	0.00379478	0.00628282
d1_7	0.00191076	0.00165286	0.00183949	0.00199165	0.00213645	0.00240307	0.00258789	0.00300727	0.00325794	0.0037863	0.0082706
d1_8	0.000905826	0.000870113	0.000987575	0.00119972	0.00148816	0.00180398	0.00205789	0.00237922	0.00276444	0.00371282	0.0102937
d1_9	0.000298846	0.000392913	0.000563082	0.00074916	0.000845187	0.00112066	0.00146587	0.00179545	0.00232395	0.00319386	0.0131547
d1_10	8.48832e-05	0.000129647	0.000169161	0.000248106	0.000363404	0.000522376	0.000743271	0.000997506	0.00152865	0.00230914	0
