	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0999887	0.0388193	0.019649	0.0108328	0.00637975	0.00375117	0.00210597	0.00120832	0.000664188	0.000277033
d1_1	0.269539	0.0250086	0.0158313	0.0112714	0.00835773	0.00605167	0.00443668	0.00314192	0.00208569	0.00130248	0.000864321
d1_2	0.0839184	0.0146082	0.0103687	0.00831609	0.00668038	0.00547769	0.00432575	0.00348886	0.00261709	0.00201045	0.00156878
d1_3	0.0351315	0.0095672	0.00739638	0.00641316	0.00557888	0.00485659	0.00431805	0.00379732	0.00311182	0.00247493	0.00244948
d1_4	0.0165683	0.00655382	0.00541652	0.00490884	0.00474833	0.00437419	0.00398205	0.00370429	0.00329734	0.00302201	0.00358959
d1_5	0.00823928	0.00418307	0.0039328	0.00376491	0.00375631	0.00371583	0.00368932	0.00351566	0.00346881	0.00336048	0.00480197
d1_6	0.004208	0.00267507	0.00264228	0.0028127	0.0029245	0.00312566	0.0033296	0.00328982	0.00344601	0.00382343	0.0063553
d1_7	0.00196873	0.00155209	0.00181423	0.00211578	0.00218315	0.00242218	0.00267266	0.00291596	0.00324008	0.00375388	0.00815471
d1_8	0.00090574	0.000893375	0.00105255	0.00124395	0.00143531	0.00180798	0.00214756	0.00249296	0.00292459	0.00358915	0.0104176
d1_9	0.000348203	0.000387756	0.000538148	0.000712181	0.000918059	0.00115059	0.00143588	0.00182234	0.00230811	0.00324248	0.0130486
d1_10	6.29106e-05	0.000109538	0.000174382	0.000265266	0.000396871	0.000549352	0.000709792	0.00102907	0.00139873	0.0024189	0
