	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.103061	0.0401772	0.0202982	0.011147	0.00652681	0.00385391	0.00216509	0.00120288	0.000675999	0.000291339
d1_1	0.266271	0.0241999	0.0154875	0.011184	0.00837239	0.00608452	0.0043791	0.00310587	0.00210227	0.00132517	0.000882117
d1_2	0.0848168	0.0138902	0.00997773	0.00811496	0.00673579	0.0055399	0.00452589	0.00350994	0.00259293	0.00196917	0.00162708
d1_3	0.0358541	0.00917962	0.00732402	0.0062199	0.00565512	0.00494811	0.00430483	0.0035376	0.00303443	0.00248258	0.00254105
d1_4	0.017024	0.0062081	0.00522449	0.00478177	0.00464766	0.00433558	0.00397393	0.00368998	0.0032554	0.00292279	0.00355511
d1_5	0.00856555	0.00415754	0.00380108	0.00376188	0.00374274	0.0038162	0.00361291	0.00356804	0.00337569	0.00335291	0.00479777
d1_6	0.00439425	0.00258638	0.00257514	0.00288392	0.00293488	0.00314045	0.00323784	0.00317214	0.00326242	0.00354416	0.00633274
d1_7	0.00217674	0.00163633	0.0017776	0.00192775	0.00227911	0.00247309	0.00273818	0.00289607	0.00328058	0.00365849	0.00793454
d1_8	0.00100398	0.000902248	0.00104795	0.00132019	0.0016445	0.00183544	0.00209693	0.0023808	0.00282418	0.00342133	0.0102586
d1_9	0.000349782	0.000393024	0.000545757	0.000751177	0.000913713	0.0011744	0.00152453	0.0018446	0.00216504	0.00309934	0.0127386
d1_10	7.05526e-05	0.000129246	0.000179456	0.00026676	0.000444601	0.000578758	0.000781744	0.00107566	0.00165463	0.00239303	0
