	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.103825	0.0399796	0.0202235	0.0110763	0.00629098	0.00358091	0.00205581	0.00114854	0.00061123	0.000280958
d1_1	0.263883	0.0243999	0.0158709	0.0114656	0.0086229	0.00603816	0.00432638	0.00298242	0.00196037	0.0012433	0.000742753
d1_2	0.0829553	0.0143278	0.0104204	0.00844701	0.00680963	0.00567465	0.00452417	0.00348257	0.00248612	0.00188606	0.00143506
d1_3	0.0347593	0.00924375	0.00738206	0.00658048	0.00583447	0.00494331	0.00438311	0.00364275	0.00300004	0.00246466	0.00232666
d1_4	0.0165688	0.00642604	0.00542302	0.0052487	0.00470177	0.00449722	0.00411951	0.00379456	0.0033049	0.0030277	0.00329794
d1_5	0.00824847	0.00413463	0.00385178	0.00401023	0.0040007	0.00382272	0.00387555	0.00366293	0.00340912	0.0032753	0.00454279
d1_6	0.00404918	0.00276295	0.00271976	0.00295848	0.00309935	0.00329506	0.00329209	0.0035342	0.00338214	0.00366853	0.00618563
d1_7	0.00205551	0.00161415	0.00177232	0.00199969	0.00230249	0.00243529	0.00284551	0.00307517	0.00324003	0.00364687	0.00796115
d1_8	0.00081952	0.000860003	0.00100346	0.00137356	0.00164551	0.00191202	0.00221714	0.00260285	0.00296631	0.00358577	0.010192
d1_9	0.00030696	0.000391646	0.000522092	0.000708416	0.000948056	0.00121188	0.00164604	0.00188151	0.00237917	0.00320636	0.0130359
d1_10	7.87329e-05	0.000130937	0.000188854	0.0002636	0.000401789	0.00062373	0.000848158	0.00117947	0.00161753	0.00249256	0
