	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0980082	0.0391446	0.0198953	0.0110821	0.00652325	0.00377199	0.00220357	0.00125188	0.00068853	0.000313044
d1_1	0.265871	0.025581	0.0159916	0.0114316	0.00833778	0.0060255	0.00441675	0.00302793	0.0021986	0.00143215	0.000858061
d1_2	0.0826179	0.0154686	0.0106086	0.00832026	0.00679025	0.00551132	0.00454278	0.00348542	0.00268878	0.00206574	0.00145576
d1_3	0.0342619	0.0101682	0.00773498	0.00665945	0.00567136	0.00492256	0.00431268	0.00371891	0.00314096	0.00244413	0.00227933
d1_4	0.0164011	0.00683709	0.00563554	0.00502352	0.0047551	0.00453702	0.00420522	0.00375268	0.00346583	0.00306854	0.0033039
d1_5	0.00806608	0.00435176	0.00401766	0.003912	0.00379263	0.0038337	0.00371001	0.00353125	0.00352661	0.00346175	0.00454171
d1_6	0.00411211	0.0027879	0.00283363	0.00296633	0.00321026	0.00323549	0.0033557	0.00332656	0.00360212	0.00382876	0.00611136
d1_7	0.00190509	0.00162372	0.0018637	0.00207006	0.00226502	0.00252314	0.00274965	0.00305742	0.00339535	0.00392308	0.00780687
d1_8	0.000865449	0.000948758	0.00113213	0.00133251	0.00160346	0.00186834	0.00217256	0.0025045	0.00295055	0.00380803	0.0101125
d1_9	0.00032328	0.000430143	0.000588997	0.000703984	0.00093537	0.0011403	0.00152669	0.00191608	0.00240363	0.00330564	0.0127001
d1_10	8.28433e-05	0.000125146	0.000193573	0.000272661	0.000386642	0.000548773	0.000739637	0.00106827	0.00164665	0.00245412	0
