	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0958599	0.0378203	0.0193924	0.0108572	0.0064277	0.00383467	0.00221339	0.00129075	0.00064054	0.000307428
d1_1	0.258928	0.0254946	0.0162212	0.0115761	0.00840135	0.00616196	0.00439656	0.00315852	0.00210096	0.00135341	0.000817318
d1_2	0.0818053	0.0156982	0.0109145	0.0084449	0.007034	0.00566892	0.00455237	0.00361415	0.0028029	0.00197747	0.00146583
d1_3	0.0346637	0.0102023	0.00784768	0.00672297	0.00602297	0.00523024	0.00448734	0.00390551	0.00303363	0.00262237	0.00233303
d1_4	0.0162551	0.00711583	0.00579824	0.00542092	0.00488592	0.00459038	0.00437157	0.00380219	0.00353558	0.00316569	0.00338858
d1_5	0.00827554	0.00468557	0.00415163	0.00412331	0.00414845	0.00398967	0.00400049	0.00376435	0.00366879	0.00366461	0.00470838
d1_6	0.00413159	0.00295964	0.00299779	0.00303032	0.003275	0.00330966	0.00344869	0.0036014	0.00357461	0.00400905	0.00610973
d1_7	0.00199471	0.00172994	0.0018481	0.00219559	0.00244459	0.00266409	0.00298475	0.00315725	0.00337569	0.0039753	0.00818531
d1_8	0.000886755	0.00090769	0.00114528	0.0014112	0.00165485	0.0019355	0.00227887	0.00250547	0.00313963	0.00400012	0.0105747
d1_9	0.000329193	0.000447827	0.000549948	0.000740516	0.000941412	0.00126945	0.00155022	0.00198694	0.00255053	0.00337311	0.0129914
d1_10	7.6826e-05	0.000129819	0.000235096	0.000275884	0.000438513	0.000565673	0.000787213	0.00118981	0.00168755	0.00262503	0
