	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.10181	0.039416	0.0195322	0.0106933	0.00610706	0.00351578	0.00204423	0.00109564	0.000592497	0.000243238
d1_1	0.266181	0.0251429	0.0159334	0.0116712	0.00835516	0.00595029	0.00430476	0.00293617	0.00196481	0.00121129	0.000730307
d1_2	0.083473	0.0147363	0.0104564	0.00835976	0.00697344	0.00553388	0.004451	0.00349961	0.00255659	0.00181714	0.00143192
d1_3	0.0350215	0.0095952	0.00746564	0.00666448	0.0058678	0.00507466	0.00449029	0.00376909	0.00308749	0.00245057	0.00225816
d1_4	0.0165204	0.00634615	0.00536016	0.00520913	0.00484129	0.00439733	0.00421073	0.00361539	0.00336105	0.00296656	0.00341712
d1_5	0.0082518	0.00422003	0.00392664	0.00382986	0.00385466	0.00377105	0.00370879	0.00369294	0.00363497	0.00346191	0.00476956
d1_6	0.00401299	0.00255308	0.00271244	0.0027546	0.00314406	0.0031992	0.00337948	0.00351438	0.00343965	0.0036531	0.00634397
d1_7	0.00181436	0.00152226	0.00177198	0.00205664	0.00236095	0.0024769	0.00279957	0.00310266	0.00324999	0.00377418	0.00819535
d1_8	0.000805517	0.000812013	0.000999947	0.00129207	0.00148155	0.00177026	0.00214092	0.00246102	0.00295433	0.00376059	0.0104198
d1_9	0.000271308	0.000373299	0.000493771	0.000674091	0.000926996	0.00116194	0.00148314	0.00182828	0.00227886	0.00325074	0.0133387
d1_10	6.00241e-05	0.000121234	0.000164351	0.000281399	0.000366875	0.000567619	0.00079265	0.00100629	0.0015784	0.00241756	0
