	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.103474	0.0400989	0.0196168	0.0109967	0.0061465	0.0035418	0.00196132	0.00102906	0.000562204	0.000270037
d1_1	0.260706	0.0250867	0.0162179	0.0116034	0.00833821	0.00609728	0.00426025	0.0030148	0.00194721	0.00123288	0.000736452
d1_2	0.0832337	0.0147485	0.0106008	0.00854514	0.00701607	0.00575424	0.00441636	0.00348333	0.00254395	0.00190371	0.00136523
d1_3	0.0353519	0.00987676	0.00770745	0.00653442	0.00575213	0.00505271	0.00447489	0.00377636	0.00294079	0.00244115	0.0023232
d1_4	0.0168548	0.00626062	0.00545801	0.00507914	0.00479302	0.00450049	0.00423087	0.00375675	0.0033868	0.0029046	0.00333427
d1_5	0.00805643	0.0042192	0.00396776	0.0038748	0.00398642	0.00403039	0.00384083	0.00356067	0.00347934	0.00340176	0.00450558
d1_6	0.0040102	0.00262073	0.00272797	0.00287672	0.00308999	0.00320843	0.00331486	0.00342955	0.00351727	0.00366031	0.00640445
d1_7	0.00191671	0.00161003	0.00172606	0.00209164	0.00233659	0.00258556	0.00276281	0.00299434	0.00335747	0.00389399	0.00813725
d1_8	0.000800575	0.000886264	0.00105974	0.00131626	0.00151803	0.00198244	0.00220612	0.00253523	0.00297614	0.00371889	0.0103568
d1_9	0.000310175	0.000365877	0.000512095	0.000761571	0.000933344	0.00120138	0.00144919	0.00202745	0.00239435	0.00318603	0.0131107
d1_10	6.7066e-05	0.000115306	0.000138228	0.000265396	0.000378033	0.000576227	0.000884961	0.00115546	0.00169119	0.00258291	0
