	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101338	0.0400509	0.0206427	0.0115859	0.00681891	0.00402647	0.00235384	0.00133728	0.000694762	0.000380671
d1_1	0.26866	0.0244261	0.0155065	0.0112967	0.00824099	0.00612338	0.00438939	0.00318106	0.00213927	0.00141096	0.000919867
d1_2	0.083296	0.0143559	0.00995099	0.00806518	0.00664523	0.00547082	0.00439978	0.00351496	0.00266973	0.0019469	0.00158887
d1_3	0.0349836	0.00946519	0.00733842	0.00626115	0.00535881	0.0048159	0.00421522	0.00360769	0.0030249	0.00244733	0.00236077
d1_4	0.016604	0.00636611	0.00531592	0.00495836	0.00453346	0.00440139	0.00397557	0.00365857	0.00329977	0.00300109	0.00340032
d1_5	0.0084525	0.00426882	0.003989	0.00380671	0.00371829	0.00386062	0.00355664	0.00346179	0.00339917	0.00331968	0.00458296
d1_6	0.00430764	0.00275369	0.0028261	0.00289892	0.00297	0.00316825	0.00312257	0.00333457	0.00335259	0.00357188	0.00604384
d1_7	0.00206962	0.0016287	0.00182884	0.0020231	0.00228784	0.00245783	0.0026472	0.00292501	0.00317055	0.00363995	0.00779326
d1_8	0.000964062	0.000954518	0.00114416	0.00136284	0.00155788	0.00186671	0.00216133	0.00241542	0.00277357	0.0035458	0.00996445
d1_9	0.000394604	0.000477978	0.000562007	0.000749204	0.000966971	0.00121133	0.00145215	0.00191364	0.00237597	0.00312735	0.0124004
d1_10	9.71955e-05	0.000116041	0.000208059	0.00029448	0.000410407	0.000592691	0.000800565	0.00113737	0.00160736	0.00233358	0
