	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0954879	0.0382192	0.0197899	0.0114058	0.0066446	0.00401415	0.00233608	0.00136181	0.000723107	0.000354725
d1_1	0.265328	0.0249085	0.0157209	0.0111443	0.00826723	0.00611204	0.00442303	0.00315765	0.00208699	0.00143295	0.000912582
d1_2	0.0816704	0.0149791	0.010386	0.00827861	0.00677648	0.00562698	0.00461997	0.00360758	0.00280447	0.00209199	0.00159928
d1_3	0.0344955	0.0101151	0.00768198	0.00665975	0.00575992	0.00503204	0.00436184	0.00375733	0.00315886	0.00251739	0.00240708
d1_4	0.0165089	0.00682293	0.00562036	0.00524069	0.00499325	0.00441042	0.00415974	0.00374307	0.0035027	0.00301492	0.00339521
d1_5	0.00824473	0.00456471	0.00423138	0.00400309	0.00395017	0.00384334	0.00385272	0.00374249	0.00361961	0.00351812	0.00462064
d1_6	0.00411818	0.0028358	0.00300025	0.00301901	0.00315281	0.00321042	0.00347597	0.00347018	0.00352709	0.0037089	0.00622393
d1_7	0.00206603	0.00172483	0.00191602	0.00219804	0.00233727	0.00261458	0.00282866	0.00317412	0.00341253	0.00390674	0.00817107
d1_8	0.000910457	0.00094896	0.00113211	0.00138661	0.00174184	0.00194278	0.00222155	0.00250634	0.00291834	0.0037145	0.0101324
d1_9	0.000356298	0.000427097	0.000536678	0.000781404	0.00092475	0.00124633	0.0015793	0.00193443	0.00240483	0.00339657	0.0129821
d1_10	8.59148e-05	0.000132846	0.000229037	0.000303847	0.000450764	0.000591564	0.000888365	0.00112751	0.00162452	0.00252563	0
