	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101057	0.0392146	0.0196989	0.0108975	0.00630213	0.00358869	0.00201535	0.00117238	0.000571841	0.000283411
d1_1	0.258513	0.0246961	0.0159068	0.0114832	0.00854724	0.00615476	0.00432304	0.0029965	0.0019839	0.00129488	0.000786256
d1_2	0.0823328	0.0144201	0.0105977	0.00853463	0.00705209	0.00579291	0.0046628	0.00349328	0.00257551	0.00187848	0.00140099
d1_3	0.0353232	0.00978695	0.00789672	0.00681472	0.0058992	0.00515571	0.0044829	0.00382415	0.00312989	0.00251181	0.00222691
d1_4	0.0168286	0.00655814	0.00565534	0.0052935	0.00493913	0.00471555	0.00414623	0.00382891	0.00350014	0.00304938	0.0033712
d1_5	0.00839816	0.00439627	0.00412006	0.00415576	0.00398621	0.00405399	0.00381964	0.00384413	0.00366986	0.00349947	0.00471905
d1_6	0.00418782	0.00272864	0.00289096	0.00305258	0.00318094	0.00334493	0.00341705	0.00351274	0.00359684	0.00372247	0.00640295
d1_7	0.00192923	0.00165227	0.00190359	0.00215507	0.0023849	0.00266828	0.00284502	0.00317318	0.00346755	0.00391365	0.00826788
d1_8	0.000822069	0.000887157	0.00100206	0.00132823	0.0017063	0.00196818	0.00228265	0.00255085	0.00301957	0.0036045	0.0101416
d1_9	0.00034024	0.000423818	0.000530673	0.000715976	0.000980278	0.00124309	0.00162093	0.00188796	0.00247203	0.00329917	0.0131811
d1_10	6.73511e-05	0.000103931	0.00019934	0.000250366	0.000413105	0.000612915	0.000846902	0.00110409	0.00162204	0.00254269	0
