	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0997436	0.0393489	0.0200233	0.0112668	0.00672584	0.00385167	0.00229126	0.00128015	0.000703723	0.000278938
d1_1	0.26171	0.0264145	0.0163067	0.0115071	0.00842699	0.00599427	0.00445175	0.00317389	0.00213448	0.00136265	0.000772541
d1_2	0.0824694	0.0158156	0.0107868	0.00844668	0.00678185	0.00568199	0.00430304	0.00350435	0.00266861	0.00193786	0.00141709
d1_3	0.0342453	0.0104025	0.00774174	0.00662166	0.00573256	0.00505925	0.00430611	0.00365946	0.00305479	0.00251877	0.00231407
d1_4	0.016165	0.00688109	0.00552949	0.0052255	0.00472851	0.00446092	0.00393572	0.0037541	0.0034072	0.00307167	0.00331049
d1_5	0.00803877	0.00466485	0.00398641	0.00396193	0.00394987	0.00377556	0.00376279	0.00357753	0.00342746	0.00356752	0.00432227
d1_6	0.00415597	0.00290722	0.00285021	0.00291403	0.00301512	0.00323859	0.00328014	0.00342187	0.00349874	0.00369052	0.00593339
d1_7	0.00200345	0.00171295	0.00187571	0.00205713	0.00228121	0.00259998	0.00274532	0.00305514	0.00332094	0.00399425	0.00758574
d1_8	0.000842715	0.000915966	0.00111649	0.00133576	0.00156725	0.00195304	0.00218119	0.00250054	0.00301639	0.0038729	0.0100089
d1_9	0.000308717	0.000444185	0.000565685	0.000768745	0.00100919	0.00116244	0.00154481	0.0018407	0.00241457	0.00339257	0.0124788
d1_10	5.81712e-05	0.00015646	0.000212322	0.000304721	0.00041893	0.000605215	0.000819868	0.00112743	0.0016279	0.00254664	0
