	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101667	0.039413	0.0199759	0.0109426	0.00635633	0.00370482	0.00207187	0.00112952	0.000581497	0.000274447
d1_1	0.268658	0.0247599	0.0158804	0.0116935	0.00836251	0.00608749	0.00447296	0.0030172	0.00201936	0.00118819	0.000738174
d1_2	0.0813313	0.0145106	0.0103369	0.00825616	0.00691473	0.00563587	0.00452056	0.00348585	0.00259714	0.00186066	0.00136824
d1_3	0.0337402	0.00933968	0.00754156	0.00666704	0.00589988	0.00509862	0.00452504	0.00369705	0.00305033	0.00243045	0.00221499
d1_4	0.0158627	0.00652297	0.0055258	0.00522232	0.00501524	0.00455323	0.00412426	0.00383375	0.00335523	0.00294241	0.00312617
d1_5	0.00787731	0.00421978	0.00403414	0.00414929	0.0039461	0.00386759	0.00378731	0.00382363	0.0034814	0.00330674	0.00442378
d1_6	0.00391685	0.00265697	0.00286474	0.00301913	0.00314712	0.00322353	0.00349492	0.00353363	0.00347034	0.00374652	0.0060269
d1_7	0.00196116	0.00160698	0.00184704	0.0020753	0.00244833	0.00256378	0.00284287	0.00300515	0.00330266	0.0037608	0.00787936
d1_8	0.000826883	0.000878414	0.00105261	0.0013328	0.00160457	0.00188846	0.0021925	0.00245813	0.00284365	0.00365232	0.010053
d1_9	0.000299394	0.000343701	0.000575524	0.000722573	0.00100727	0.00120203	0.00151717	0.00198842	0.00239957	0.00312982	0.0129924
d1_10	7.63012e-05	0.000113599	0.000188349	0.000304585	0.000420665	0.000585874	0.000839391	0.00107686	0.00152726	0.00249375	0
