	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0996032	0.0386962	0.019768	0.0107225	0.00629936	0.00359747	0.00202316	0.00112596	0.000574228	0.000286988
d1_1	0.257866	0.0244259	0.0159085	0.011493	0.00848639	0.00604176	0.00442349	0.00316816	0.00208477	0.00124523	0.000829748
d1_2	0.0828965	0.0146369	0.0106619	0.0084112	0.0068795	0.00580717	0.00439206	0.00368824	0.00259561	0.00195094	0.00156481
d1_3	0.03535	0.00979318	0.00768145	0.00672447	0.00576658	0.00515867	0.00447083	0.00380766	0.00320393	0.00251287	0.00236846
d1_4	0.0167037	0.00659374	0.00574007	0.00549035	0.00501243	0.00463979	0.00435669	0.0038557	0.00347521	0.00306862	0.00353967
d1_5	0.0085015	0.00445	0.00416035	0.00398511	0.00415792	0.00402853	0.0040327	0.00371018	0.00366594	0.00351653	0.00480702
d1_6	0.00427565	0.00282162	0.00284227	0.00297242	0.0032376	0.00336019	0.00349356	0.00364118	0.00362142	0.00376663	0.00633003
d1_7	0.00203569	0.00164774	0.00190449	0.00217766	0.00236943	0.00261764	0.00275179	0.00316911	0.00342301	0.00396813	0.00827461
d1_8	0.000958686	0.000919254	0.00102054	0.00137663	0.00149783	0.00202451	0.00215454	0.00255224	0.0030141	0.0037328	0.0106621
d1_9	0.000353667	0.00038416	0.000552611	0.000787658	0.000992843	0.00117688	0.00156358	0.00199324	0.00247736	0.00321859	0.013387
d1_10	8.56472e-05	0.000111991	0.000198321	0.000269251	0.000411915	0.000631769	0.000799358	0.00122911	0.00170215	0.00257302	0
