	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.100472	0.0389091	0.0195383	0.0107885	0.00611271	0.00344886	0.00205051	0.00112006	0.000617969	0.000274604
d1_1	0.267281	0.0248	0.0160491	0.0115513	0.00832696	0.00609523	0.00424204	0.00303992	0.00202948	0.0012655	0.000757808
d1_2	0.0834221	0.0142537	0.0104667	0.00843282	0.00692668	0.0056406	0.0045143	0.00347447	0.00263507	0.00180723	0.00146663
d1_3	0.0348229	0.00955735	0.00779647	0.00656997	0.00579618	0.00519211	0.00444544	0.00375445	0.00316632	0.0024845	0.00233171
d1_4	0.0164208	0.00624382	0.00543937	0.00517089	0.00478067	0.0045962	0.00407058	0.00377776	0.00332041	0.00306121	0.00337315
d1_5	0.00800587	0.00417836	0.00390624	0.00389716	0.00383345	0.00396736	0.00372925	0.00360157	0.00348631	0.00341107	0.00465813
d1_6	0.0040388	0.00269796	0.00269425	0.00291599	0.00303654	0.00324278	0.00337748	0.00355554	0.00346149	0.00367079	0.00630468
d1_7	0.00185603	0.00160051	0.00181792	0.00209921	0.00234236	0.00254569	0.00277387	0.00316729	0.00346915	0.00381829	0.00831589
d1_8	0.000834657	0.000817222	0.00106286	0.00128068	0.00155754	0.00182647	0.0022099	0.00258424	0.00293731	0.00351429	0.0104594
d1_9	0.00028378	0.000371055	0.000522003	0.000693474	0.000836946	0.00115654	0.00148971	0.00186476	0.00236949	0.00318207	0.0133356
d1_10	7.4693e-05	0.000123551	0.000169268	0.000260599	0.000371047	0.000519015	0.000785046	0.00109042	0.00154848	0.00240774	0
