	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.1012	0.0394035	0.0199522	0.0109725	0.0062347	0.00363757	0.00205159	0.00115347	0.000627403	0.000281124
d1_1	0.263574	0.0243234	0.0158652	0.011619	0.00855928	0.00619548	0.0043201	0.00296142	0.00200696	0.00126002	0.000785484
d1_2	0.0826534	0.0140652	0.0103195	0.00856826	0.00691256	0.00566368	0.00453975	0.00344932	0.00261843	0.00190019	0.0014861
d1_3	0.0348652	0.00948808	0.00749493	0.0066285	0.00586476	0.00515332	0.00453195	0.0036335	0.00315209	0.00245328	0.002412
d1_4	0.0165358	0.00634632	0.00548132	0.00522272	0.00499789	0.00458276	0.00408546	0.00378491	0.00326988	0.00288248	0.00337388
d1_5	0.00839821	0.00423667	0.00394044	0.00390146	0.00413315	0.003968	0.00396453	0.00366124	0.00346411	0.00333212	0.0047454
d1_6	0.0041865	0.00263308	0.00269303	0.00301482	0.00311206	0.0033668	0.00341796	0.00350159	0.00352722	0.00365244	0.00625357
d1_7	0.00206835	0.00160975	0.00185125	0.00203639	0.00242749	0.00264776	0.00293019	0.00308976	0.00332188	0.00376555	0.00806309
d1_8	0.000913149	0.000871737	0.00109453	0.00128427	0.00159018	0.0018907	0.00223274	0.00263999	0.00293974	0.00367485	0.0104009
d1_9	0.000315917	0.000381137	0.000512149	0.000696732	0.000962163	0.0012407	0.0016253	0.00200607	0.00248147	0.00327729	0.0130309
d1_10	6.97337e-05	0.000133044	0.000168441	0.000269428	0.000375986	0.000582483	0.000847391	0.00114732	0.00163883	0.00238657	0
