	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101927	0.0398107	0.0199533	0.0112167	0.00636859	0.00367813	0.00210993	0.00116268	0.000585245	0.000285859
d1_1	0.269806	0.0235363	0.0156265	0.011556	0.00851448	0.0061909	0.00440587	0.00299399	0.0020016	0.00124597	0.000750053
d1_2	0.0813846	0.0136932	0.0102777	0.00853159	0.00684578	0.00558876	0.00458623	0.00349616	0.00262162	0.00182414	0.00140699
d1_3	0.0337644	0.00908492	0.00740092	0.00660146	0.00594661	0.00512483	0.0045168	0.00373259	0.00301127	0.00242707	0.00223068
d1_4	0.015997	0.00626324	0.005492	0.00532214	0.00496526	0.00463168	0.0042511	0.00386056	0.00334209	0.00284312	0.00316634
d1_5	0.0079071	0.00410221	0.00401536	0.00396916	0.00404929	0.00393909	0.00388568	0.00358344	0.00343636	0.00328773	0.00441402
d1_6	0.00392994	0.00267112	0.00286869	0.00304689	0.00321037	0.00331564	0.00344934	0.00362443	0.00343143	0.00359453	0.00606265
d1_7	0.00198233	0.00161323	0.00181237	0.00212732	0.00245945	0.00263214	0.00295494	0.00300968	0.00321851	0.00357226	0.00799937
d1_8	0.000878108	0.000860893	0.00108086	0.00137487	0.00168256	0.00195954	0.0021892	0.0026373	0.00293982	0.00349672	0.0100695
d1_9	0.000312358	0.000411557	0.000544716	0.000721858	0.000992456	0.00127755	0.00158181	0.00198277	0.00233619	0.00306788	0.0127758
d1_10	8.19631e-05	0.00010988	0.00019084	0.000302044	0.000388267	0.000594551	0.000846579	0.00111556	0.00165307	0.00240779	0
