	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.100393	0.039269	0.0200586	0.0111935	0.00649207	0.0038681	0.0022181	0.00119477	0.000650946	0.000349992
d1_1	0.262161	0.0253874	0.0159527	0.0112451	0.00821877	0.00605468	0.00442213	0.00311979	0.00208378	0.00137948	0.000882366
d1_2	0.0849726	0.0151231	0.0103787	0.00832523	0.00679684	0.00558434	0.00443391	0.00344051	0.0027406	0.00195547	0.00161572
d1_3	0.0360559	0.00985695	0.00731634	0.00631871	0.00559024	0.00497522	0.00427002	0.0035057	0.00309872	0.00265796	0.00249744
d1_4	0.0169058	0.00650381	0.00532371	0.00491855	0.00458327	0.00448829	0.00406005	0.00360697	0.00327576	0.00307828	0.00352933
d1_5	0.00856989	0.00429231	0.00384035	0.00402501	0.00388814	0.0038763	0.00371039	0.00369165	0.00334417	0.00341573	0.00482828
d1_6	0.00429194	0.00274132	0.00271039	0.00279407	0.00302285	0.00321026	0.00313079	0.00333583	0.00331615	0.00371158	0.00628268
d1_7	0.00207475	0.00174762	0.00183425	0.00195805	0.00220746	0.00241502	0.00258298	0.00282238	0.00317052	0.00382524	0.00824639
d1_8	0.000948816	0.000878423	0.00107793	0.00130421	0.00153585	0.00188581	0.00209276	0.00250321	0.00284618	0.00367204	0.0104239
d1_9	0.000343421	0.000437905	0.000538758	0.000742992	0.000919564	0.00114433	0.00146281	0.00179353	0.00232904	0.00325939	0.0129266
d1_10	8.99567e-05	0.000116645	0.000168061	0.000270328	0.000426059	0.000550912	0.000820743	0.00112647	0.00159895	0.00246982	0
