	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.102551	0.0415955	0.0217652	0.012677	0.00765942	0.00447498	0.00276426	0.00154456	0.000798516	0.000359364
d1_1	0.254235	0.0258039	0.0158718	0.0111453	0.00828414	0.00619126	0.00447914	0.00314152	0.00217189	0.00142712	0.000749477
d1_2	0.0776497	0.015873	0.0108238	0.00850719	0.00677504	0.00552764	0.00430071	0.00343454	0.00260715	0.00183259	0.00123683
d1_3	0.0323879	0.0106333	0.00813884	0.00668668	0.00581226	0.00500596	0.00436664	0.00372973	0.0029041	0.00236339	0.00186942
d1_4	0.0155671	0.00713617	0.00598399	0.00556453	0.00517797	0.00453522	0.00411089	0.00368499	0.00326915	0.00289077	0.00278013
d1_5	0.00778608	0.00501111	0.00458102	0.00433948	0.00416949	0.00401326	0.00386043	0.00376953	0.00359843	0.00334553	0.00375888
d1_6	0.00404146	0.00314125	0.00319036	0.00319541	0.00338889	0.0034191	0.00357848	0.00364219	0.00344508	0.00359761	0.00505702
d1_7	0.00198261	0.00193909	0.00209274	0.00242481	0.0026401	0.00272991	0.00302345	0.003167	0.00340664	0.00382442	0.00666869
d1_8	0.000905966	0.00105199	0.00128889	0.00152401	0.00178883	0.00209958	0.0024683	0.00276187	0.00310314	0.00381828	0.00873112
d1_9	0.00035872	0.00054619	0.000691127	0.000924421	0.00122518	0.00145177	0.00172687	0.0021036	0.0026614	0.0035207	0.0111509
d1_10	0.000103322	0.000172499	0.000284956	0.000420252	0.000520765	0.000787677	0.00104303	0.00139016	0.00190815	0.00277913	0
