	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0983948	0.0388294	0.0201647	0.0113771	0.00668084	0.00402909	0.00236175	0.00135761	0.000708235	0.000336613
d1_1	0.272676	0.0244555	0.0155283	0.0111921	0.00831358	0.00613224	0.00443024	0.00318698	0.00210178	0.00137895	0.00086408
d1_2	0.0817521	0.0145819	0.010183	0.0081234	0.00675671	0.00556856	0.00442756	0.00356746	0.00276392	0.00197717	0.00151826
d1_3	0.0336172	0.00974991	0.00739314	0.00640609	0.00559493	0.00487865	0.00428952	0.00357755	0.00308555	0.00250331	0.00233982
d1_4	0.015985	0.00652631	0.00549655	0.00514923	0.00478542	0.00444634	0.00415153	0.00377394	0.00336981	0.00294884	0.00332331
d1_5	0.00809897	0.0044046	0.00399209	0.00396204	0.00387945	0.00384979	0.00364355	0.0035697	0.00341607	0.00339626	0.00456129
d1_6	0.00404656	0.00275422	0.00290101	0.00305321	0.00307255	0.00321075	0.00342167	0.00339641	0.00337327	0.00361444	0.00603523
d1_7	0.00198708	0.00172697	0.00184038	0.00197309	0.00229212	0.00256395	0.00275255	0.00297472	0.00325646	0.00383686	0.00779574
d1_8	0.000915525	0.000917412	0.00114663	0.00139423	0.00161327	0.00192069	0.00217564	0.0024124	0.00297014	0.00368086	0.00987984
d1_9	0.000318246	0.000421804	0.000554277	0.000821644	0.000964681	0.00127262	0.0015434	0.00185163	0.00235911	0.00320848	0.0124065
d1_10	8.94369e-05	0.000119661	0.000222073	0.000292496	0.000433677	0.000582984	0.000796066	0.00108084	0.00151843	0.00235	0
