	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0993728	0.0389725	0.0200875	0.011362	0.00671165	0.00383142	0.00229067	0.00128881	0.000629078	0.000303334
d1_1	0.257863	0.0244797	0.0154967	0.0115737	0.00837695	0.00630357	0.00438398	0.00310117	0.00204862	0.00132264	0.00083058
d1_2	0.0808297	0.0149202	0.0105366	0.00857692	0.00706134	0.00578755	0.00466031	0.00356624	0.00264851	0.00200174	0.00138064
d1_3	0.0344935	0.0098206	0.00763689	0.00692829	0.00603719	0.00526802	0.00450958	0.00376221	0.00317772	0.00256485	0.00217948
d1_4	0.0167426	0.00672363	0.00566133	0.00530192	0.00507377	0.00469022	0.00426691	0.00391992	0.00326654	0.00306133	0.0032104
d1_5	0.00844628	0.00444909	0.00425815	0.00421873	0.00421058	0.00407624	0.00400884	0.00381775	0.00359505	0.00344173	0.00455042
d1_6	0.00416777	0.00290566	0.00281798	0.00313822	0.0032951	0.00339518	0.00351705	0.00351844	0.00355688	0.00375339	0.00617331
d1_7	0.00198739	0.0018074	0.00201764	0.00220259	0.00247238	0.00278569	0.00299681	0.00325154	0.00328645	0.0038507	0.0079117
d1_8	0.000859381	0.000970723	0.00114871	0.00143281	0.0017402	0.00202324	0.00234509	0.00270989	0.0030084	0.00393311	0.0100937
d1_9	0.000383902	0.000424537	0.000567048	0.000830799	0.000991678	0.00135979	0.00152807	0.00207321	0.00243401	0.0034013	0.0126481
d1_10	9.24726e-05	0.000126959	0.000237338	0.00033802	0.000455442	0.000652719	0.000881669	0.00125349	0.00166072	0.00261483	0
