	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.099047	0.0389735	0.019774	0.0112167	0.00670749	0.00390855	0.00226992	0.00127789	0.000716051	0.000344628
d1_1	0.258199	0.0245834	0.0156889	0.0114187	0.00847753	0.00624362	0.00446488	0.00308962	0.00219942	0.00141644	0.000880831
d1_2	0.0823825	0.0147942	0.0105449	0.00841093	0.00682269	0.00564401	0.00442995	0.00363784	0.00278957	0.00198914	0.0015267
d1_3	0.0354759	0.00994315	0.00747109	0.00664254	0.00575545	0.00510205	0.00437149	0.003765	0.00323727	0.00258774	0.00245797
d1_4	0.0171114	0.00674354	0.00565575	0.00522992	0.00486685	0.00443802	0.00418994	0.0038613	0.00336313	0.00303573	0.00345631
d1_5	0.00871837	0.00458351	0.00415736	0.00408204	0.00393087	0.00392075	0.00368684	0.00369731	0.00355589	0.0036255	0.0047664
d1_6	0.00437453	0.00286773	0.00291341	0.00303816	0.00315672	0.0032311	0.00335073	0.00346372	0.0035443	0.0038466	0.00634498
d1_7	0.00218164	0.00176749	0.00199007	0.00212701	0.00235389	0.00268164	0.00280747	0.00315753	0.00326119	0.00386448	0.00811274
d1_8	0.0009388	0.000925985	0.00119206	0.00141957	0.00163988	0.00198779	0.00221654	0.00251019	0.00301657	0.00368506	0.0101448
d1_9	0.000384465	0.000448341	0.000595607	0.000717615	0.00100456	0.00128238	0.00159626	0.00196252	0.00237176	0.00323945	0.0128033
d1_10	9.89483e-05	0.000135364	0.000198866	0.000318504	0.00042799	0.000681487	0.000851372	0.00109585	0.00168369	0.00263014	0
