	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0978015	0.0392023	0.0203566	0.0115415	0.00684906	0.00406297	0.00240787	0.00132961	0.000761465	0.000344844
d1_1	0.268408	0.0261349	0.0159676	0.0111843	0.00833982	0.00622716	0.00436322	0.00321875	0.00213237	0.00146201	0.000800921
d1_2	0.0816043	0.0157072	0.0106163	0.00827051	0.00666733	0.00553144	0.00448969	0.00361777	0.00262205	0.00198904	0.0014722
d1_3	0.0340433	0.0102801	0.0076113	0.00648759	0.00549997	0.00483971	0.00422268	0.00360938	0.00309563	0.00259437	0.00234174
d1_4	0.0159174	0.00680888	0.00548514	0.00514897	0.00468207	0.0044202	0.00395062	0.00362869	0.00337316	0.00302761	0.00315855
d1_5	0.00782895	0.00462047	0.00412237	0.00398948	0.00390444	0.00384022	0.00368135	0.00358693	0.00353235	0.00343713	0.00426663
d1_6	0.00393388	0.00292328	0.00290456	0.00287186	0.00297696	0.00319042	0.0032432	0.00334561	0.00327925	0.00362526	0.00577552
d1_7	0.00205348	0.00180109	0.00187357	0.00207438	0.00225783	0.00243065	0.00272109	0.0030406	0.00330611	0.00390883	0.00781825
d1_8	0.000868609	0.000939624	0.0011106	0.00136964	0.0016445	0.00191105	0.00215929	0.0025112	0.00287121	0.00378841	0.00947186
d1_9	0.000306806	0.00043328	0.000571157	0.000765473	0.000947334	0.00127033	0.00154479	0.00177244	0.00241123	0.00339076	0.0123208
d1_10	7.74158e-05	0.000125732	0.000173902	0.000299995	0.000412253	0.000593284	0.000835042	0.00120997	0.00157622	0.00243789	0
