	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0971607	0.0384584	0.019655	0.0111286	0.00654475	0.00384261	0.00222734	0.0012534	0.000696042	0.000332235
d1_1	0.264482	0.0241118	0.0156823	0.0113889	0.00827178	0.00631353	0.00436298	0.00302975	0.00216128	0.00134744	0.000818004
d1_2	0.0811591	0.0145328	0.0104281	0.00857658	0.00706058	0.00573853	0.00458741	0.00361355	0.00279833	0.00208397	0.00148206
d1_3	0.0342706	0.00968137	0.00783405	0.00663761	0.00599521	0.005254	0.00452073	0.00378795	0.00309347	0.00257561	0.00226668
d1_4	0.0162502	0.00668865	0.00572238	0.00519792	0.00502498	0.0047922	0.00434837	0.0038368	0.00347601	0.00293893	0.00332658
d1_5	0.0081919	0.0043964	0.00412931	0.00421038	0.0040374	0.00406901	0.0038938	0.00378897	0.00356058	0.00340128	0.00459086
d1_6	0.00411136	0.00284652	0.00295957	0.00299332	0.00328633	0.00345749	0.00349569	0.0033803	0.00359427	0.00371848	0.00618495
d1_7	0.0019726	0.0017399	0.00191075	0.00216881	0.00245902	0.0027719	0.00301632	0.00307512	0.00350611	0.00385163	0.00801535
d1_8	0.000918017	0.00101097	0.00120895	0.00138429	0.00166234	0.00194635	0.0022857	0.00268118	0.00307226	0.0037081	0.0102326
d1_9	0.00032532	0.000417191	0.000629745	0.000757418	0.000956357	0.00132491	0.00148075	0.00193877	0.00238992	0.00333586	0.0128006
d1_10	8.64805e-05	0.000127142	0.000171362	0.000312977	0.000451194	0.000599526	0.000849412	0.00115547	0.00163485	0.00250805	0
