	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101684	0.0399276	0.0203589	0.0114092	0.0065619	0.00381689	0.0022468	0.00122471	0.00061389	0.000315058
d1_1	0.266278	0.0239798	0.015729	0.0114931	0.00843226	0.00633179	0.00440689	0.0030687	0.0020311	0.00133143	0.000790761
d1_2	0.0818895	0.0140328	0.0101918	0.00837287	0.00704763	0.00561997	0.00439892	0.00353163	0.00264303	0.00191637	0.00141006
d1_3	0.0337484	0.00940044	0.00748902	0.00650311	0.00596166	0.00523866	0.00432428	0.00363939	0.00298329	0.00234167	0.00228279
d1_4	0.0161199	0.00627368	0.0056478	0.00520378	0.00485422	0.00463774	0.00427174	0.00367506	0.00328003	0.00287655	0.00329274
d1_5	0.00824172	0.00416536	0.0040698	0.00407945	0.0039553	0.00401475	0.00378325	0.00367111	0.00352536	0.00326662	0.0044705
d1_6	0.0041819	0.00268608	0.00285408	0.00294457	0.00329727	0.00335017	0.00343061	0.00340356	0.00345441	0.00350483	0.00588455
d1_7	0.00200036	0.00164466	0.0018552	0.00211686	0.00233364	0.00274885	0.0029478	0.00308075	0.00332206	0.00367385	0.00762347
d1_8	0.000893417	0.000939325	0.00112126	0.00140291	0.00160679	0.00190748	0.00228623	0.00255679	0.002937	0.00352855	0.0100653
d1_9	0.000315825	0.000429215	0.000570683	0.000777884	0.00100851	0.00134985	0.00155766	0.0019868	0.00245589	0.00316264	0.0126144
d1_10	8.67492e-05	0.000111584	0.0001944	0.000301958	0.000447503	0.000650418	0.00085236	0.00123794	0.00160112	0.00232632	0
